,Frequency(prediction),Angle_of_Attack,Chord_length,Free-stream_velocity,Suction_side_displacement_thickness
69,983.3490729034711,0.0,0.2286,39.6,0.00253511
70,929.3489086663922,0.0,0.1524,31.7,0.00209405
71,6938.675164396349,0.0,0.0508,31.7,0.0008121640000000006
72,1304.373385467053,2.0,0.2286,39.6,0.00346574
73,3351.856138829867,15.4,0.0508,31.7,0.028985300000000002
74,7849.516066581212,0.0,0.0508,39.6,0.0007918219999999993
75,2214.6595792957373,12.7,0.02540000000000002,71.3,0.012180799999999999
76,200.0,7.3,0.2286,39.6,0.0123481
77,1222.1046593478632,3.3,0.1016,39.6,0.0024513799999999995
78,2518.203946701675,0.0,0.02540000000000002,39.6,0.00042846399999999993
79,6210.142591801705,0.0,0.02540000000000002,39.6,0.00042846399999999993
80,882.0069841382531,15.4,0.0508,31.7,0.028985300000000002
81,4392.678692297571,17.4,0.02540000000000002,31.7,0.017663099999999998
82,5307.71187884609,0.0,0.3048,39.6,0.003101380000000001
83,885.648319132282,17.4,0.02540000000000002,55.5,0.016570599999999998
84,6937.529587870749,9.5,0.02540000000000002,31.7,0.0046137700000000005
85,483.14320046697276,15.6,0.1016,39.6,0.0528487
86,20000.0,0.0,0.3048,31.7,0.0033126600000000003
87,2147.047963543689,9.5,0.02540000000000002,39.6,0.00449821
88,4615.351338756167,7.3,0.2286,71.3,0.010440399999999999
89,7889.268810136102,3.3,0.1016,55.5,0.0022109999999999994
90,4656.788643035353,3.0,0.3048,55.5,0.00452492
91,20000.0,17.4,0.02540000000000002,55.5,0.016570599999999998
92,1190.3402251281013,15.4,0.0508,31.7,0.028985300000000002
93,1624.2261260655418,8.9,0.1016,71.3,0.0103088
94,5540.195892853215,3.0,0.3048,55.5,0.00452492
95,5540.868780047598,5.4,0.1524,55.5,0.00433288
96,10256.887223064798,0.0,0.1524,55.5,0.0017266799999999995
97,6694.104229410181,15.4,0.0508,39.6,0.0282593
98,1369.1542723710966,0.0,0.1016,39.6,0.0014633200000000006
99,3514.3024528563774,0.0,0.1524,55.5,0.0017266799999999995
100,1020.6770857266974,0.0,0.1524,39.6,0.0019328699999999997
101,20000.0,12.3,0.1016,31.7,0.0418756
102,209.88870535843716,12.3,0.1016,71.3,0.033779199999999995
103,1530.604644005892,9.9,0.1524,39.6,0.0233328
104,814.8726194238684,19.7,0.0508,71.3,0.034118300000000004
105,200.0,12.3,0.1016,39.6,0.04082680000000001
106,6342.48091736931,0.0,0.3048,39.6,0.003101380000000001
107,3007.764075335643,0.0,0.3048,31.7,0.0033126600000000003
108,1280.2134345687098,6.7,0.1016,31.7,0.00592927
109,12704.99493983341,22.2,0.02540000000000002,71.3,0.0214178
110,4875.413795754111,0.0,0.3048,55.5,0.0028308099999999996
111,2058.1691865353323,9.5,0.02540000000000002,55.5,0.004328399999999999
112,9243.774659542374,0.0,0.0508,31.7,0.0008121640000000006
113,2423.464871090442,9.5,0.02540000000000002,71.3,0.004206539999999999
114,2386.7666044709777,22.2,0.02540000000000002,39.6,0.022902799999999997
115,5231.337057951252,0.0,0.0508,31.7,0.0008121640000000006
116,2101.8546359365487,7.3,0.2286,39.6,0.0123481
117,6070.76796390882,4.0,0.2286,39.6,0.00473801
118,1456.5975103695362,12.7,0.02540000000000002,39.6,0.013025299999999998
119,2404.703552987088,12.3,0.1016,39.6,0.04082680000000001
120,840.9684409551387,3.0,0.3048,55.5,0.00452492
121,1822.6042831160548,9.5,0.02540000000000002,39.6,0.00449821
122,1702.9264239946838,0.0,0.1524,55.5,0.0017266799999999995
123,843.5370922105794,2.0,0.2286,31.7,0.003723709999999999
124,20000.0,12.6,0.1524,71.3,0.0483159
125,2130.636239596847,7.2,0.1524,39.6,0.00909175
126,926.3730285341014,7.3,0.2286,39.6,0.0123481
127,3890.534698339716,19.7,0.0508,71.3,0.034118300000000004
128,3644.4261862020708,4.2,0.0508,39.6,0.0015268899999999995
129,20000.0,12.6,0.1524,39.6,0.058411300000000006
130,1868.7159654392772,0.0,0.1016,31.7,0.0015009199999999993
131,2148.0200077793766,2.0,0.2286,55.5,0.003135249999999999
132,15283.148804576213,1.5,0.3048,71.3,0.00336729
133,2162.2800426214544,22.2,0.02540000000000002,71.3,0.0214178
134,200.0,9.9,0.1524,71.3,0.019300099999999997
135,200.0,7.3,0.2286,31.7,0.0132672
136,959.1615188978822,0.0,0.3048,55.5,0.0028308099999999996
137,9668.50848482813,0.0,0.1524,39.6,0.0019328699999999997
138,720.3231903206047,4.0,0.2286,31.7,0.00509068
139,2133.1224946068833,11.2,0.0508,39.6,0.015047799999999998
140,3218.019876255701,0.0,0.2286,55.5,0.0022933599999999995
141,1033.0504354245145,4.0,0.2286,71.3,0.00400603
142,272.3290028178617,12.6,0.1524,71.3,0.0483159
143,4262.246040810812,2.7,0.1524,39.6,0.002948039999999999
144,1501.3897442748168,17.4,0.02540000000000002,55.5,0.016570599999999998
145,3103.68923101649,9.5,0.02540000000000002,39.6,0.00449821
146,2924.950183379577,12.7,0.02540000000000002,39.6,0.013025299999999998
147,1616.8432262181466,0.0,0.1524,39.6,0.0019328699999999997
148,3611.5889798641106,8.4,0.0508,55.5,0.00544854
149,892.6672579999852,2.0,0.2286,39.6,0.00346574
150,1757.1980415484702,5.4,0.1524,31.7,0.00525474
151,993.2443158434378,8.9,0.1016,71.3,0.0103088
152,17896.156141143056,15.4,0.0508,71.3,0.0264269
153,4398.507635644215,4.8,0.02540000000000002,55.5,0.0008732180000000003
154,3284.5750997317423,0.0,0.2286,31.7,0.0027238
155,1947.0126024173367,2.7,0.1524,71.3,0.0024385099999999996
156,994.6424097863901,9.9,0.1524,55.5,0.0208438
157,2219.0493112763907,4.0,0.2286,55.5,0.004286199999999999
158,10362.18171563628,0.0,0.02540000000000002,71.3,0.00040068199999999943
159,2466.05191230123,4.0,0.2286,55.5,0.004286199999999999
160,1932.8386739528557,5.3,0.2286,71.3,0.0051942
161,5495.746248522602,0.0,0.3048,39.6,0.003101380000000001
162,4734.869054669887,3.3,0.1016,31.7,0.0025143500000000003
163,1984.5385004414295,7.3,0.2286,55.5,0.011170600000000001
164,1309.4877783387979,12.3,0.1016,39.6,0.04082680000000001
165,200.0,7.3,0.2286,39.6,0.0123481
166,606.3349390250996,3.0,0.3048,71.3,0.00425727
167,4370.883321673104,3.0,0.3048,71.3,0.00425727
168,9613.40797899662,4.2,0.0508,39.6,0.0015268899999999995
169,2912.241295177334,4.8,0.02540000000000002,31.7,0.0009307889999999996
170,7005.06369962679,8.4,0.0508,39.6,0.00566229
171,1299.844811195367,5.3,0.2286,39.6,0.00614329
172,1411.7128330652274,4.0,0.2286,55.5,0.004286199999999999
173,490.41859210037273,7.2,0.1524,39.6,0.00909175
174,11445.197298745028,3.3,0.1016,71.3,0.0020282200000000007
175,2483.952696339791,12.6,0.1524,71.3,0.0483159
176,1193.4773325975561,3.0,0.3048,39.6,0.00495741
177,2301.5701331580003,22.2,0.02540000000000002,39.6,0.022902799999999997
178,695.6796341083082,15.4,0.0508,39.6,0.0282593
179,885.4815402780764,12.3,0.1016,31.7,0.0418756
180,1632.9736731993055,4.8,0.02540000000000002,31.7,0.0009307889999999996
181,656.3668712747885,12.6,0.1524,39.6,0.058411300000000006
182,20000.0,15.4,0.0508,31.7,0.028985300000000002
183,865.1709666534659,5.3,0.2286,71.3,0.0051942
184,1863.8801126274288,12.3,0.1016,55.5,0.0368233
185,1555.2011770511688,0.0,0.3048,39.6,0.003101380000000001
186,20000.0,12.3,0.1016,31.7,0.0418756
187,1318.5482404516006,0.0,0.1016,31.7,0.0015009199999999993
188,9316.347304034645,5.3,0.2286,71.3,0.0051942
189,6893.507956779473,0.0,0.02540000000000002,31.7,0.0004394719999999998
190,6225.222171780633,3.3,0.1016,55.5,0.0022109999999999994
191,3680.460138233091,4.0,0.2286,31.7,0.00509068
192,511.4583531094777,15.6,0.1016,39.6,0.0528487
193,1317.5479907198858,4.0,0.2286,31.7,0.00509068
194,2799.613103887402,9.5,0.02540000000000002,55.5,0.004328399999999999
195,1318.5482624956082,0.0,0.1016,31.7,0.0015009199999999993
196,2617.2110210974874,4.0,0.2286,39.6,0.00473801
197,1232.9615906396436,4.0,0.3048,71.3,0.00497773
198,1391.8234984410947,2.0,0.2286,55.5,0.003135249999999999
199,5837.199203695323,4.0,0.2286,71.3,0.00400603
200,1241.3469352678094,7.3,0.2286,39.6,0.0123481
201,1191.717438345232,15.4,0.0508,31.7,0.028985300000000002
202,15569.946776070185,17.4,0.02540000000000002,55.5,0.016570599999999998
203,963.8040286875437,5.4,0.1524,31.7,0.00525474
204,10339.438601118785,0.0,0.0508,39.6,0.0007918219999999993
205,1119.3131753841133,9.9,0.1524,55.5,0.0208438
206,1578.6678859323533,17.4,0.02540000000000002,39.6,0.0172206
207,2271.424469247372,0.0,0.1016,71.3,0.0012107200000000002
208,1624.8489965779138,0.0,0.2286,71.3,0.00214345
209,200.0,9.9,0.1524,31.7,0.025278500000000002
210,3681.278208211689,17.4,0.02540000000000002,31.7,0.017663099999999998
211,1270.2179524352714,3.3,0.1016,55.5,0.0022109999999999994
212,7028.108223191014,0.0,0.3048,31.7,0.0033126600000000003
213,2423.6050820262835,9.5,0.02540000000000002,71.3,0.004206539999999999
214,2266.689307785792,0.0,0.2286,31.7,0.0027238
215,2476.195552957445,17.4,0.02540000000000002,71.3,0.016104
216,1302.3588096091282,0.0,0.2286,31.7,0.0027238
217,9501.837588516559,9.5,0.02540000000000002,55.5,0.004328399999999999
218,908.9753709323363,2.7,0.1524,39.6,0.002948039999999999
219,6847.738288548485,12.3,0.1016,31.7,0.0418756
220,10971.365398952039,0.0,0.0508,71.3,0.0007404779999999993
221,9804.283519245108,0.0,0.2286,71.3,0.00214345
222,1138.28602687181,2.0,0.2286,39.6,0.00346574
223,1068.2239920817776,11.2,0.0508,39.6,0.015047799999999998
224,965.570535628505,15.6,0.1016,71.3,0.0437259
225,1656.8083905994727,5.4,0.1524,55.5,0.00433288
