,Cylinders,Displacement,Horse_power,Weight,Acceleration(prediction),Model_year,Origin
79,4.0,202.18965931277955,96.0,2300.0,15.5,77.0,1.0
80,8.0,84.31038062741774,130.0,3840.0,15.4,79.0,1.0
81,4.0,215.63492917009015,75.0,2246.0,14.0,74.0,2.0
82,8.0,248.60494135251486,150.0,3755.0,14.0,76.0,1.0
83,4.0,298.9867334601954,90.0,2735.0,18.0,82.0,1.0
84,8.0,440.92783080550555,225.0,3086.0,10.0,70.0,1.0
85,4.0,208.04418442134676,70.0,2245.0,16.9,82.0,3.0
86,4.0,215.2886274794957,78.0,2188.0,15.8,80.0,2.0
87,5.0,239.34426880365697,103.0,2830.0,15.9,78.0,2.0
88,4.0,101.21319324519524,75.0,2205.0,14.5,82.0,3.0
89,8.0,236.32161460473884,175.0,4385.0,12.0,72.0,1.0
90,4.0,438.6434866715283,97.0,2545.0,17.0,75.0,3.0
91,8.0,147.34000316420943,150.0,4457.0,13.5,74.0,1.0
92,6.0,293.8590661380157,98.0,3525.0,19.0,77.0,1.0
93,6.0,284.86512845230493,78.0,3574.0,21.0,76.0,1.0
94,8.0,220.9846793899892,170.0,4654.0,13.0,73.0,1.0
95,4.0,251.4876129613798,72.0,2290.0,17.0,80.0,3.0
96,8.0,440.92783080550555,145.0,4140.0,13.7,77.0,1.0
97,8.0,293.39779563442085,180.0,4220.0,11.1,77.0,1.0
98,6.0,235.2606476669661,110.0,3520.0,16.4,77.0,1.0
99,4.0,215.27605246612492,97.0,2300.0,14.7,78.0,3.0
100,3.0,440.92783080550555,97.0,2330.0,13.5,72.0,3.0
101,6.0,141.24242781954985,122.0,2807.0,13.5,73.0,3.0
102,8.0,386.9827990701501,105.0,3725.0,19.0,81.0,1.0
103,8.0,123.52741468630927,137.0,4042.0,14.5,73.0,1.0
104,4.0,267.36816408192783,86.0,2220.0,14.0,71.0,1.0
105,8.0,78.5895838061662,230.0,4278.0,9.5,73.0,1.0
106,6.0,210.77392326561863,100.0,2945.0,16.0,73.0,1.0
107,6.0,245.53367100833566,88.0,3139.0,14.5,71.0,1.0
108,4.0,363.420237310311,80.0,3230.0,20.4,81.0,2.0
109,8.0,414.78565139429685,210.0,4382.0,13.5,70.0,1.0
110,6.0,141.9475264627742,90.0,3085.0,17.6,76.0,1.0
111,8.0,231.29614793171694,165.0,4209.0,12.0,71.0,1.0
112,4.0,62.528424402230854,67.0,1850.0,13.8,80.0,3.0
113,8.0,277.21670437028035,165.0,3693.0,11.5,70.0,1.0
114,4.0,196.7331933159004,84.0,2525.0,16.0,82.0,1.0
115,6.0,204.1549737049943,105.0,3459.0,16.0,75.0,1.0
116,8.0,85.66868291055515,140.0,4141.0,14.0,74.0,1.0
117,8.0,222.2530226284189,145.0,3988.0,13.0,73.0,1.0
118,4.0,89.0295448369006,76.0,2144.0,14.7,80.0,2.0
119,8.0,108.80021612424486,110.0,4060.0,19.0,77.0,1.0
120,4.0,344.08099163673864,67.0,3250.0,21.8,80.0,2.0
121,8.0,88.60449589467834,140.0,4080.0,13.7,78.0,1.0
122,8.0,360.61062669808916,180.0,3664.0,11.0,73.0,1.0
123,8.0,62.528424402230854,139.0,3570.0,12.8,78.0,1.0
124,4.0,138.5755194872906,65.0,1773.0,19.0,71.0,3.0
125,8.0,443.64009057838786,125.0,3900.0,17.4,79.0,1.0
126,6.0,205.1503000119156,105.0,3613.0,16.5,74.0,1.0
127,4.0,276.0340891490007,74.0,2190.0,14.2,81.0,2.0
128,4.0,439.4057292324627,46.0,1835.0,20.5,70.0,2.0
129,4.0,344.8098022113427,90.0,3003.0,20.1,80.0,1.0
130,4.0,157.51780177946523,95.0,2694.0,15.0,75.0,2.0
131,4.0,230.35701345071027,75.0,2265.0,15.2,80.0,3.0
132,4.0,340.7674821825983,85.0,2310.0,18.5,73.0,1.0
133,8.0,171.5619270372576,129.0,3725.0,13.4,79.0,1.0
134,4.0,172.84690249693992,63.0,2215.0,14.9,81.0,1.0
135,6.0,183.06911561133492,110.0,3645.0,16.2,76.0,1.0
136,8.0,231.40415208345883,175.0,4100.0,13.0,73.0,1.0
137,6.0,219.6537235528977,105.0,3535.0,19.2,78.0,1.0
138,6.0,109.87937652831235,115.0,3245.0,15.4,79.0,1.0
139,6.0,172.11315290621508,105.0,3425.0,16.9,77.0,1.0
140,4.0,62.528424402230854,58.0,1755.0,16.9,81.0,3.0
141,4.0,92.60044995544449,70.0,2150.0,14.9,79.0,1.0
142,4.0,343.26116808396455,60.0,2164.0,22.1,76.0,1.0
143,4.0,352.09133432655193,70.0,2120.0,15.5,80.0,1.0
144,4.0,277.6190379655768,67.0,1965.0,15.7,82.0,3.0
145,4.0,228.1829225821541,70.0,1945.0,16.8,77.0,3.0
146,4.0,364.83762463741823,88.0,3270.0,21.9,76.0,2.0
147,4.0,193.08558482817716,88.0,2130.0,14.5,71.0,3.0
148,8.0,303.14923325448166,175.0,3821.0,11.0,73.0,1.0
149,4.0,405.9753139115835,90.0,2950.0,17.3,82.0,1.0
150,8.0,453.0612079442727,208.0,4633.0,11.0,72.0,1.0
151,6.0,258.72263105930597,110.0,3360.0,16.6,79.0,1.0
152,6.0,141.35872525924825,120.0,2930.0,13.8,81.0,3.0
153,4.0,238.8168730052131,110.0,2600.0,12.8,77.0,2.0
154,4.0,360.91771842200285,68.0,2135.0,16.6,78.0,3.0
155,4.0,448.9400873076317,62.0,1845.0,15.3,80.0,2.0
156,4.0,62.528424402230854,87.0,2672.0,17.5,70.0,2.0
157,8.0,433.8391072014358,160.0,3609.0,8.0,70.0,1.0
158,4.0,187.9622699894321,95.0,2372.0,15.0,70.0,3.0
159,4.0,219.4614269101299,95.0,2228.0,14.0,71.0,3.0
160,8.0,157.751056163254,120.0,3962.0,13.9,76.0,1.0
161,4.0,155.3162503017306,83.0,2639.0,17.0,75.0,1.0
162,4.0,143.05387398944566,62.0,2050.0,17.3,81.0,3.0
163,4.0,127.66442309645298,48.0,2085.0,21.7,80.0,2.0
164,4.0,97.1946267351919,48.0,1985.0,21.5,78.0,2.0
165,4.0,249.74981677998278,67.0,2145.0,18.0,80.0,3.0
166,6.0,74.99608148230435,95.0,2904.0,16.0,73.0,1.0
167,6.0,215.0107834942855,100.0,3430.0,17.2,78.0,1.0
168,4.0,157.82173356338228,97.0,2489.0,15.0,74.0,3.0
169,4.0,172.86091679386948,68.0,2025.0,18.2,82.0,3.0
170,8.0,212.38272432213392,180.0,4380.0,12.1,76.0,1.0
171,6.0,159.3807636956045,120.0,3820.0,16.7,76.0,2.0
172,8.0,142.73121093615288,130.0,3870.0,15.0,76.0,1.0
173,4.0,83.43969165025673,92.0,2434.0,15.0,80.0,3.0
174,6.0,138.68583968678777,88.0,3060.0,17.1,81.0,1.0
175,4.0,231.59943900132583,60.0,1760.0,16.1,81.0,3.0
176,8.0,391.70976382895014,150.0,4096.0,13.0,71.0,1.0
177,4.0,105.56768228533471,60.0,1968.0,18.8,80.0,3.0
178,4.0,109.35296212114434,72.0,2408.0,19.0,71.0,1.0
179,6.0,208.09317844768253,100.0,2789.0,15.0,73.0,1.0
180,4.0,337.0593672375903,52.0,1649.0,16.5,74.0,3.0
181,4.0,174.7999412045935,84.0,2295.0,11.6,82.0,1.0
182,6.0,265.07285529869375,110.0,2945.0,16.4,82.0,1.0
183,4.0,243.76874733830317,105.0,2745.0,16.7,78.0,1.0
184,4.0,248.00518498573885,79.0,2625.0,18.6,82.0,1.0
185,8.0,270.6381783821595,149.0,4335.0,14.5,77.0,1.0
186,4.0,62.528424402230854,88.0,2957.0,17.0,75.0,2.0
187,4.0,107.36984000705489,90.0,2678.0,16.5,80.0,1.0
188,6.0,179.5803567363905,76.0,3160.0,19.6,81.0,2.0
189,4.0,249.49855889656686,75.0,2542.0,17.5,80.0,3.0
190,8.0,219.01815137746047,150.0,3436.0,11.0,70.0,1.0
191,5.0,363.003584056195,77.0,3530.0,20.1,79.0,2.0
192,6.0,376.7869534569355,125.0,3140.0,13.6,78.0,2.0
193,8.0,412.57680750562116,225.0,4425.0,10.0,70.0,1.0
194,4.0,246.39324246077285,92.0,2865.0,16.4,82.0,1.0
195,6.0,183.74326141617476,90.0,2648.0,15.0,70.0,1.0
196,8.0,264.90598492780424,140.0,3449.0,10.5,70.0,1.0
197,4.0,274.6296824660937,53.0,1795.0,17.4,76.0,3.0
198,6.0,440.92783080550555,85.0,3015.0,17.0,82.0,1.0
199,4.0,268.35111669895355,70.0,1937.0,14.0,75.0,2.0
200,4.0,291.6529463385201,68.0,1970.0,17.6,82.0,3.0
201,3.0,62.528424402230854,90.0,2124.0,13.5,73.0,3.0
202,4.0,173.00952533116967,70.0,2070.0,18.6,78.0,3.0
203,6.0,245.2681493229375,97.0,2774.0,15.5,70.0,1.0
204,4.0,219.31971544734674,90.0,2430.0,14.5,70.0,2.0
205,4.0,278.50240908840067,69.0,1613.0,18.0,71.0,3.0
206,6.0,321.38556206488863,105.0,3380.0,15.8,78.0,1.0
207,4.0,147.74493323075245,90.0,2556.0,13.2,79.0,1.0
208,6.0,146.65699185201717,110.0,3039.0,15.0,75.0,1.0
209,4.0,225.72229923276683,65.0,1975.0,15.2,79.0,3.0
210,8.0,383.2397229185664,150.0,3940.0,13.2,76.0,1.0
211,4.0,184.23044680324654,63.0,2051.0,17.0,77.0,1.0
212,6.0,172.88257921390255,85.0,2990.0,18.2,79.0,1.0
213,4.0,216.0115108745434,110.0,2660.0,14.0,73.0,2.0
214,6.0,194.63537839816607,85.0,2965.0,15.8,78.0,1.0
215,6.0,201.6785718340424,120.0,3410.0,15.1,78.0,1.0
216,4.0,436.1716620848623,88.0,2870.0,18.1,80.0,1.0
217,4.0,164.70661164709438,96.0,2665.0,13.9,82.0,3.0
218,8.0,440.92783080550555,215.0,4312.0,8.5,70.0,1.0
219,4.0,195.94911462218795,75.0,2210.0,14.4,81.0,3.0
220,8.0,90.45179519760264,150.0,3940.0,13.0,79.0,1.0
221,4.0,282.57368337529743,92.0,2585.0,14.5,82.0,1.0
222,8.0,119.79468418532265,150.0,4237.0,14.5,73.0,1.0
223,4.0,290.6802110740712,86.0,2226.0,16.5,72.0,1.0
224,8.0,444.0695220709414,225.0,4951.0,11.0,73.0,1.0
225,4.0,151.837436505825,98.0,2945.0,14.5,75.0,2.0
226,8.0,174.24942744726346,138.0,3955.0,13.2,79.0,1.0
227,4.0,168.89305802565173,76.0,2065.0,14.5,71.0,2.0
228,4.0,430.5922374537066,85.0,2575.0,16.2,82.0,1.0
229,4.0,275.37687979182385,71.0,1825.0,12.2,76.0,2.0
230,8.0,343.2927754196323,170.0,3563.0,10.0,70.0,1.0
231,4.0,440.92783080550555,71.0,1925.0,14.0,79.0,2.0
232,6.0,229.41328261192982,95.0,3785.0,19.0,75.0,1.0
233,4.0,62.528424402230854,80.0,2451.0,16.5,74.0,1.0
234,6.0,164.61799111093572,97.0,2815.0,14.5,77.0,3.0
235,8.0,437.258804496071,220.0,4354.0,9.0,70.0,1.0
236,4.0,196.64520569369787,90.0,2123.0,14.0,71.0,2.0
237,4.0,424.3400728482269,78.0,1940.0,14.5,77.0,2.0
238,8.0,333.0871512380013,152.0,4215.0,12.8,76.0,1.0
239,4.0,86.9739249510867,79.0,2255.0,17.7,76.0,1.0
240,4.0,62.528424402230854,63.0,2125.0,14.7,82.0,1.0
241,8.0,172.72555812637611,153.0,4129.0,13.0,72.0,1.0
242,4.0,224.5511049379221,86.0,2395.0,16.0,72.0,1.0
243,8.0,310.8681075342017,135.0,3830.0,15.2,79.0,1.0
244,6.0,229.07901478034884,110.0,2725.0,12.6,81.0,1.0
245,8.0,92.78095593627197,150.0,3672.0,11.5,72.0,1.0
246,4.0,279.5140209732891,65.0,2380.0,20.7,81.0,1.0
247,6.0,240.20412765588645,110.0,2962.0,13.5,71.0,1.0
248,4.0,149.70433510529733,65.0,2110.0,17.9,80.0,3.0
249,6.0,257.15237938293285,72.0,3158.0,19.5,75.0,1.0
250,4.0,318.7766643968831,91.0,2582.0,14.0,73.0,2.0
251,8.0,159.3317224170867,142.0,4054.0,14.3,79.0,1.0
252,4.0,418.64901720863065,84.0,2385.0,12.9,81.0,1.0
253,4.0,193.45108512417593,92.0,2572.0,14.9,76.0,1.0
254,6.0,181.13023821325265,100.0,3651.0,17.7,76.0,1.0
255,6.0,269.7761408445067,100.0,3329.0,15.5,71.0,1.0
256,8.0,284.0314905309049,150.0,3672.0,11.5,73.0,1.0
257,4.0,112.61583731787961,66.0,1800.0,14.4,78.0,1.0
258,6.0,192.87410276071074,116.0,2900.0,12.6,81.0,3.0
259,6.0,333.4719823632563,110.0,3730.0,19.0,75.0,1.0
260,4.0,331.73574598630535,75.0,2158.0,15.5,73.0,2.0
261,3.0,358.5233931146308,100.0,2420.0,12.5,80.0,3.0
262,4.0,302.709097587812,97.0,2405.0,14.9,78.0,3.0
263,4.0,440.92783080550555,67.0,2065.0,17.8,81.0,3.0
264,4.0,111.0122202287227,78.0,2592.0,18.5,75.0,1.0
265,5.0,139.5080081715693,67.0,2950.0,19.9,80.0,2.0
266,6.0,171.93831607547895,90.0,3381.0,18.7,80.0,1.0
267,8.0,452.3833741003034,150.0,4997.0,14.0,73.0,1.0
268,6.0,211.01048338441137,110.0,3620.0,18.7,78.0,1.0
269,4.0,62.528424402230854,67.0,1965.0,15.0,82.0,3.0
270,4.0,242.5958178957029,88.0,2640.0,18.6,82.0,1.0
271,8.0,276.1978640320152,190.0,4422.0,12.5,72.0,1.0
272,8.0,440.92783080550555,180.0,4499.0,12.5,73.0,1.0
273,4.0,270.25642088855085,52.0,1985.0,19.4,78.0,3.0
