,Frequency,Angle_of_Attack,Chord_length,Free-stream_velocity,Suction_side_displacement_thickness
42,1600.0,4.8,0.02540000000000002,39.6,0.0009074749999999996
43,10000.0,0.0,0.02540000000000002,55.5,0.0004122899999999992
44,4000.0,0.0,0.3048,39.6,0.003101380000000001
45,1250.0,0.0,0.3048,71.3,0.00266337
46,5000.0,0.0,0.3048,31.7,0.0033126600000000003
47,5000.0,9.9,0.1524,71.3,0.019300099999999997
48,1600.0,5.3,0.2286,39.6,0.00614329
49,2500.0,12.3,0.1016,55.5,0.0368233
50,250.0,15.4,0.0508,39.6,0.0282593
51,5000.0,0.0,0.02540000000000002,31.7,0.0004394719999999998
52,3150.0,4.0,0.3048,39.6,0.00579636
53,1600.0,4.2,0.0508,39.6,0.0015268899999999995
54,500.0,7.2,0.1524,39.6,0.00909175
55,400.0,0.0,0.2286,39.6,0.00253511
56,630.0,17.4,0.02540000000000002,71.3,0.016104
57,800.0,9.9,0.1524,39.6,0.0233328
58,2500.0,8.4,0.0508,71.3,0.00529514
59,315.0,15.4,0.0508,71.3,0.0264269
60,1600.0,0.0,0.3048,55.5,0.0028308099999999996
61,5000.0,12.3,0.1016,71.3,0.033779199999999995
62,5000.0,7.3,0.2286,39.6,0.0123481
63,315.0,4.0,0.3048,71.3,0.00497773
64,500.0,4.0,0.2286,71.3,0.00400603
65,4000.0,19.7,0.0508,39.6,0.036483999999999996
66,2500.0,4.2,0.0508,71.3,0.0014278799999999994
67,3150.0,15.6,0.1016,71.3,0.0437259
68,3150.0,5.3,0.2286,39.6,0.00614329
69,1250.0,12.3,0.1016,39.6,0.04082680000000001
70,3150.0,0.0,0.02540000000000002,71.3,0.00040068199999999943
71,500.0,12.3,0.1016,55.5,0.0368233
72,800.0,0.0,0.1524,55.5,0.0017266799999999995
73,500.0,9.9,0.1524,31.7,0.025278500000000002
74,800.0,19.7,0.0508,71.3,0.034118300000000004
75,500.0,7.3,0.2286,55.5,0.011170600000000001
76,800.0,0.0,0.2286,55.5,0.0022933599999999995
77,999.9999999999998,15.4,0.0508,71.3,0.0264269
78,3150.0,5.4,0.1524,39.6,0.00485029
79,800.0,0.0,0.2286,31.7,0.0027238
80,3150.0,4.8,0.02540000000000002,55.5,0.0008732180000000003
81,1250.0,8.4,0.0508,39.6,0.00566229
82,1600.0,6.7,0.1016,39.6,0.00578076
83,2000.0,3.0,0.3048,55.5,0.00452492
84,500.0,5.4,0.1524,71.3,0.004011990000000001
85,10000.0,0.0,0.02540000000000002,39.6,0.00042846399999999993
86,1250.0,3.0,0.3048,71.3,0.00425727
87,6300.0,0.0,0.1016,55.5,0.0013198299999999993
88,2500.0,7.2,0.1524,71.3,0.00752039
89,4000.0,9.9,0.1524,39.6,0.0233328
90,2500.0,7.3,0.2286,55.5,0.011170600000000001
91,630.0,19.7,0.0508,39.6,0.036483999999999996
92,1600.0,8.9,0.1016,39.6,0.012459600000000001
93,8000.0,12.7,0.02540000000000002,71.3,0.012180799999999999
94,4000.0,0.0,0.1016,31.7,0.0015009199999999993
95,1250.0,9.9,0.1524,31.7,0.025278500000000002
96,999.9999999999998,4.8,0.02540000000000002,31.7,0.0009307889999999996
97,800.0,7.2,0.1524,39.6,0.00909175
98,999.9999999999998,19.7,0.0508,39.6,0.036483999999999996
99,4000.0,2.0,0.2286,55.5,0.003135249999999999
100,2500.0,3.0,0.3048,31.7,0.00529514
101,630.0,6.7,0.1016,39.6,0.00578076
102,6300.0,9.9,0.1524,55.5,0.0208438
103,2500.0,7.3,0.2286,31.7,0.0132672
104,500.0,3.0,0.3048,31.7,0.00529514
105,2000.0,9.9,0.1524,31.7,0.025278500000000002
106,2500.0,3.3,0.1016,31.7,0.0025143500000000003
107,6300.0,4.0,0.2286,55.5,0.004286199999999999
108,3150.0,8.9,0.1016,39.6,0.012459600000000001
109,630.0,4.0,0.3048,39.6,0.00579636
110,3150.0,7.2,0.1524,39.6,0.00909175
111,6300.0,5.4,0.1524,71.3,0.004011990000000001
112,500.0,15.4,0.0508,39.6,0.0282593
113,500.0,9.5,0.02540000000000002,31.7,0.0046137700000000005
114,1250.0,7.3,0.2286,55.5,0.011170600000000001
115,8000.0,0.0,0.1524,39.6,0.0019328699999999997
116,5000.0,0.0,0.1524,71.3,0.001598800000000001
117,500.0,11.2,0.0508,39.6,0.015047799999999998
118,12500.0,2.7,0.1524,71.3,0.0024385099999999996
119,1600.0,9.9,0.1524,55.5,0.0208438
120,3150.0,5.4,0.1524,31.7,0.00525474
121,6300.0,0.0,0.2286,71.3,0.00214345
122,1250.0,7.2,0.1524,71.3,0.00752039
123,1250.0,2.0,0.2286,71.3,0.00293031
124,1250.0,12.6,0.1524,39.6,0.058411300000000006
125,1600.0,4.0,0.3048,39.6,0.00579636
126,400.0,9.9,0.1524,39.6,0.0233328
127,315.0,3.0,0.3048,31.7,0.00529514
128,2500.0,15.4,0.0508,31.7,0.028985300000000002
129,1600.0,0.0,0.1524,39.6,0.0019328699999999997
130,630.0,17.4,0.02540000000000002,55.5,0.016570599999999998
131,4000.0,9.9,0.1524,31.7,0.025278500000000002
132,1600.0,0.0,0.2286,39.6,0.00253511
133,1250.0,9.5,0.02540000000000002,31.7,0.0046137700000000005
134,3150.0,4.8,0.02540000000000002,39.6,0.0009074749999999996
135,4000.0,19.7,0.0508,71.3,0.034118300000000004
136,5000.0,0.0,0.0508,71.3,0.0007404779999999993
137,6300.0,5.4,0.1524,39.6,0.00485029
138,8000.0,1.5,0.3048,39.6,0.0039210700000000005
139,2500.0,8.4,0.0508,39.6,0.00566229
140,250.0,12.6,0.1524,71.3,0.0483159
141,5000.0,4.8,0.02540000000000002,39.6,0.0009074749999999996
142,630.0,0.0,0.1524,31.7,0.00209405
143,999.9999999999998,0.0,0.3048,55.5,0.0028308099999999996
144,630.0,8.4,0.0508,55.5,0.00544854
145,999.9999999999998,12.3,0.1016,39.6,0.04082680000000001
146,500.0,7.3,0.2286,39.6,0.0123481
147,8000.0,5.4,0.1524,55.5,0.00433288
148,5000.0,4.8,0.02540000000000002,71.3,0.0008486329999999997
149,8000.0,7.2,0.1524,71.3,0.00752039
150,630.0,9.9,0.1524,71.3,0.019300099999999997
151,2500.0,8.4,0.0508,55.5,0.00544854
152,2000.0,7.2,0.1524,71.3,0.00752039
153,315.0,6.7,0.1016,31.7,0.00592927
154,5000.0,12.7,0.02540000000000002,71.3,0.012180799999999999
155,12500.0,0.0,0.1524,71.3,0.001598800000000001
156,2500.0,12.7,0.02540000000000002,39.6,0.013025299999999998
157,1250.0,0.0,0.3048,31.7,0.0033126600000000003
158,1250.0,0.0,0.2286,39.6,0.00253511
159,400.0,4.0,0.2286,31.7,0.00509068
160,400.0,9.9,0.1524,55.5,0.0208438
161,999.9999999999998,0.0,0.0508,71.3,0.0007404779999999993
162,999.9999999999998,4.0,0.2286,55.5,0.004286199999999999
163,3150.0,17.4,0.02540000000000002,39.6,0.0172206
164,2500.0,3.0,0.3048,39.6,0.00495741
165,2500.0,0.0,0.02540000000000002,71.3,0.00040068199999999943
166,8000.0,2.0,0.2286,71.3,0.00293031
167,200.0,19.7,0.0508,39.6,0.036483999999999996
168,4000.0,2.0,0.2286,71.3,0.00293031
169,500.0,5.4,0.1524,39.6,0.00485029
170,3150.0,0.0,0.3048,31.7,0.0033126600000000003
171,630.0,15.4,0.0508,71.3,0.0264269
172,2500.0,0.0,0.02540000000000002,31.7,0.0004394719999999998
173,500.0,4.0,0.2286,39.6,0.00473801
174,2000.0,15.4,0.0508,39.6,0.0282593
175,800.0,3.3,0.1016,31.7,0.0025143500000000003
176,4000.0,0.0,0.0508,31.7,0.0008121640000000006
177,315.0,7.3,0.2286,31.7,0.0132672
178,1600.0,3.0,0.3048,31.7,0.00529514
179,10000.0,0.0,0.3048,55.5,0.0028308099999999996
180,315.0,12.6,0.1524,71.3,0.0483159
181,250.0,12.3,0.1016,55.5,0.0368233
182,4000.0,0.0,0.1016,39.6,0.0014633200000000006
183,400.0,9.5,0.02540000000000002,39.6,0.00449821
184,2500.0,9.5,0.02540000000000002,55.5,0.004328399999999999
185,500.0,12.3,0.1016,71.3,0.033779199999999995
186,999.9999999999998,9.5,0.02540000000000002,55.5,0.004328399999999999
187,3150.0,17.4,0.02540000000000002,71.3,0.016104
188,1250.0,1.5,0.3048,71.3,0.00336729
189,10000.0,3.0,0.3048,71.3,0.00425727
190,2000.0,0.0,0.3048,55.5,0.0028308099999999996
191,4000.0,3.3,0.1016,71.3,0.0020282200000000007
192,1600.0,17.4,0.02540000000000002,55.5,0.016570599999999998
193,5000.0,7.3,0.2286,71.3,0.010440399999999999
194,999.9999999999998,6.7,0.1016,39.6,0.00578076
195,999.9999999999998,9.9,0.1524,39.6,0.0233328
196,4000.0,15.4,0.0508,71.3,0.0264269
197,1600.0,7.3,0.2286,39.6,0.0123481
198,4000.0,9.9,0.1524,71.3,0.019300099999999997
199,800.0,9.5,0.02540000000000002,71.3,0.004206539999999999
200,10000.0,0.0,0.3048,39.6,0.003101380000000001
201,10000.0,0.0,0.0508,31.7,0.0008121640000000006
202,12500.0,0.0,0.3048,39.6,0.003101380000000001
203,999.9999999999998,3.3,0.1016,31.7,0.0025143500000000003
204,400.0,8.9,0.1016,39.6,0.012459600000000001
205,999.9999999999998,0.0,0.1524,71.3,0.001598800000000001
206,1600.0,9.9,0.1524,71.3,0.019300099999999997
207,4000.0,9.9,0.1524,55.5,0.0208438
208,400.0,17.4,0.02540000000000002,39.6,0.0172206
209,630.0,6.7,0.1016,31.7,0.00592927
210,1600.0,2.7,0.1524,71.3,0.0024385099999999996
211,999.9999999999998,5.4,0.1524,39.6,0.00485029
212,1250.0,6.7,0.1016,31.7,0.00592927
213,6300.0,17.4,0.02540000000000002,71.3,0.016104
214,2500.0,9.9,0.1524,31.7,0.025278500000000002
215,250.0,0.0,0.3048,39.6,0.003101380000000001
216,315.0,19.7,0.0508,39.6,0.036483999999999996
217,8000.0,0.0,0.02540000000000002,55.5,0.0004122899999999992
218,1250.0,3.3,0.1016,39.6,0.0024513799999999995
219,315.0,9.9,0.1524,39.6,0.0233328
220,630.0,3.3,0.1016,39.6,0.0024513799999999995
221,800.0,1.5,0.3048,39.6,0.0039210700000000005
222,2000.0,0.0,0.1524,55.5,0.0017266799999999995
223,3150.0,2.0,0.2286,71.3,0.00293031
224,800.0,11.2,0.0508,71.3,0.014072
225,630.0,2.0,0.2286,31.7,0.003723709999999999
226,315.0,2.0,0.2286,39.6,0.00346574
227,999.9999999999998,17.4,0.02540000000000002,71.3,0.016104
228,2500.0,12.3,0.1016,71.3,0.033779199999999995
229,2500.0,0.0,0.1524,71.3,0.001598800000000001
230,2000.0,4.2,0.0508,39.6,0.0015268899999999995
231,800.0,9.5,0.02540000000000002,31.7,0.0046137700000000005
232,500.0,0.0,0.1524,55.5,0.0017266799999999995
233,800.0,12.6,0.1524,71.3,0.0483159
234,630.0,7.3,0.2286,71.3,0.010440399999999999
235,3150.0,4.0,0.2286,55.5,0.004286199999999999
236,3150.0,9.5,0.02540000000000002,31.7,0.0046137700000000005
237,3150.0,0.0,0.0508,71.3,0.0007404779999999993
238,1600.0,17.4,0.02540000000000002,39.6,0.0172206
239,1600.0,7.3,0.2286,31.7,0.0132672
240,4000.0,12.6,0.1524,39.6,0.058411300000000006
241,12500.0,0.0,0.3048,71.3,0.00266337
242,5000.0,3.0,0.3048,31.7,0.00529514
243,800.0,5.4,0.1524,71.3,0.004011990000000001
244,500.0,4.0,0.2286,31.7,0.00509068
245,999.9999999999998,0.0,0.1016,39.6,0.0014633200000000006
246,1600.0,22.2,0.02540000000000002,39.6,0.022902799999999997
247,6300.0,0.0,0.1524,55.5,0.0017266799999999995
248,8000.0,5.3,0.2286,71.3,0.0051942
249,2500.0,4.0,0.2286,31.7,0.00509068
250,4000.0,0.0,0.02540000000000002,39.6,0.00042846399999999993
251,8000.0,0.0,0.0508,71.3,0.0007404779999999993
252,800.0,3.3,0.1016,55.5,0.0022109999999999994
253,630.0,3.0,0.3048,31.7,0.00529514
254,630.0,0.0,0.1016,39.6,0.0014633200000000006
255,3150.0,0.0,0.2286,55.5,0.0022933599999999995
256,800.0,0.0,0.3048,71.3,0.00266337
257,12500.0,4.8,0.02540000000000002,71.3,0.0008486329999999997
258,1250.0,15.4,0.0508,39.6,0.0282593
259,8000.0,4.0,0.2286,71.3,0.00400603
260,2000.0,3.3,0.1016,39.6,0.0024513799999999995
261,2500.0,0.0,0.3048,39.6,0.003101380000000001
262,2500.0,9.9,0.1524,55.5,0.0208438
263,200.0,12.3,0.1016,55.5,0.0368233
264,1250.0,2.7,0.1524,39.6,0.002948039999999999
265,999.9999999999998,4.0,0.2286,71.3,0.00400603
266,6300.0,7.3,0.2286,55.5,0.011170600000000001
267,250.0,5.3,0.2286,39.6,0.00614329
268,2500.0,4.8,0.02540000000000002,71.3,0.0008486329999999997
269,2500.0,5.3,0.2286,39.6,0.00614329
270,3150.0,12.3,0.1016,71.3,0.033779199999999995
271,200.0,15.4,0.0508,39.6,0.0282593
272,500.0,8.9,0.1016,71.3,0.0103088
273,10000.0,2.7,0.1524,71.3,0.0024385099999999996
274,400.0,22.2,0.02540000000000002,71.3,0.0214178
275,1600.0,5.3,0.2286,71.3,0.0051942
276,6300.0,0.0,0.1016,31.7,0.0015009199999999993
277,3150.0,0.0,0.0508,31.7,0.0008121640000000006
278,2000.0,8.9,0.1016,71.3,0.0103088
279,4000.0,0.0,0.1524,71.3,0.001598800000000001
280,5000.0,12.6,0.1524,71.3,0.0483159
281,800.0,7.3,0.2286,55.5,0.011170600000000001
282,400.0,12.7,0.02540000000000002,39.6,0.013025299999999998
283,1250.0,5.4,0.1524,71.3,0.004011990000000001
284,3150.0,11.2,0.0508,71.3,0.014072
285,2500.0,0.0,0.2286,39.6,0.00253511
286,1250.0,3.3,0.1016,71.3,0.0020282200000000007
287,12500.0,1.5,0.3048,39.6,0.0039210700000000005
288,200.0,8.9,0.1016,39.6,0.012459600000000001
289,2000.0,2.0,0.2286,71.3,0.00293031
290,1600.0,0.0,0.1524,71.3,0.001598800000000001
291,1250.0,7.3,0.2286,71.3,0.010440399999999999
292,1250.0,4.8,0.02540000000000002,39.6,0.0009074749999999996
293,1600.0,2.0,0.2286,39.6,0.00346574
294,1250.0,3.0,0.3048,39.6,0.00495741
295,400.0,2.0,0.2286,31.7,0.003723709999999999
296,4000.0,15.6,0.1016,39.6,0.0528487
297,12500.0,4.0,0.2286,71.3,0.00400603
298,5000.0,4.0,0.3048,71.3,0.00497773
299,1600.0,2.7,0.1524,39.6,0.002948039999999999
300,500.0,12.6,0.1524,71.3,0.0483159
301,2000.0,7.3,0.2286,31.7,0.0132672
302,4000.0,5.3,0.2286,71.3,0.0051942
303,999.9999999999998,19.7,0.0508,71.3,0.034118300000000004
304,2000.0,12.3,0.1016,31.7,0.0418756
305,5000.0,4.0,0.2286,39.6,0.00473801
306,10000.0,0.0,0.1016,31.7,0.0015009199999999993
307,6300.0,0.0,0.02540000000000002,55.5,0.0004122899999999992
308,5000.0,1.5,0.3048,39.6,0.0039210700000000005
309,1250.0,12.3,0.1016,71.3,0.033779199999999995
310,315.0,5.4,0.1524,31.7,0.00525474
311,2000.0,1.5,0.3048,39.6,0.0039210700000000005
312,8000.0,3.3,0.1016,71.3,0.0020282200000000007
313,2500.0,2.7,0.1524,71.3,0.0024385099999999996
314,1600.0,17.4,0.02540000000000002,71.3,0.016104
315,2500.0,9.9,0.1524,39.6,0.0233328
316,10000.0,12.7,0.02540000000000002,39.6,0.013025299999999998
317,2500.0,0.0,0.2286,71.3,0.00214345
318,800.0,19.7,0.0508,39.6,0.036483999999999996
319,1600.0,0.0,0.1524,55.5,0.0017266799999999995
320,5000.0,2.7,0.1524,71.3,0.0024385099999999996
321,2500.0,9.9,0.1524,71.3,0.019300099999999997
322,4000.0,0.0,0.02540000000000002,55.5,0.0004122899999999992
323,3150.0,6.7,0.1016,71.3,0.00478288
324,200.0,15.6,0.1016,39.6,0.0528487
325,500.0,7.3,0.2286,31.7,0.0132672
326,8000.0,0.0,0.3048,71.3,0.00266337
327,2000.0,17.4,0.02540000000000002,55.5,0.016570599999999998
328,2000.0,9.5,0.02540000000000002,39.6,0.00449821
329,2000.0,5.4,0.1524,71.3,0.004011990000000001
330,5000.0,5.4,0.1524,39.6,0.00485029
331,2000.0,3.3,0.1016,55.5,0.0022109999999999994
332,400.0,4.0,0.2286,39.6,0.00473801
333,400.0,19.7,0.0508,39.6,0.036483999999999996
334,999.9999999999998,4.0,0.2286,39.6,0.00473801
335,8000.0,2.7,0.1524,39.6,0.002948039999999999
336,200.0,9.5,0.02540000000000002,31.7,0.0046137700000000005
337,200.0,17.4,0.02540000000000002,31.7,0.017663099999999998
338,8000.0,3.3,0.1016,39.6,0.0024513799999999995
339,8000.0,0.0,0.3048,55.5,0.0028308099999999996
340,6300.0,0.0,0.3048,55.5,0.0028308099999999996
341,4000.0,7.2,0.1524,39.6,0.00909175
342,1250.0,6.7,0.1016,71.3,0.00478288
343,800.0,3.0,0.3048,39.6,0.00495741
344,630.0,17.4,0.02540000000000002,31.7,0.017663099999999998
345,400.0,12.3,0.1016,55.5,0.0368233
346,5000.0,5.4,0.1524,71.3,0.004011990000000001
347,400.0,11.2,0.0508,71.3,0.014072
348,630.0,4.8,0.02540000000000002,39.6,0.0009074749999999996
349,2500.0,3.0,0.3048,55.5,0.00452492
350,2000.0,2.7,0.1524,71.3,0.0024385099999999996
351,800.0,8.4,0.0508,31.7,0.00580776
352,315.0,0.0,0.2286,39.6,0.00253511
353,1250.0,3.0,0.3048,31.7,0.00529514
354,3150.0,0.0,0.1524,39.6,0.0019328699999999997
355,2000.0,0.0,0.02540000000000002,39.6,0.00042846399999999993
356,200.0,9.9,0.1524,55.5,0.0208438
357,3150.0,8.4,0.0508,39.6,0.00566229
358,1600.0,8.9,0.1016,71.3,0.0103088
359,500.0,2.0,0.2286,31.7,0.003723709999999999
360,999.9999999999998,11.2,0.0508,71.3,0.014072
361,400.0,5.3,0.2286,71.3,0.0051942
362,4000.0,0.0,0.1016,55.5,0.0013198299999999993
363,10000.0,0.0,0.02540000000000002,71.3,0.00040068199999999943
364,250.0,11.2,0.0508,71.3,0.014072
365,4000.0,2.0,0.2286,39.6,0.00346574
366,4000.0,12.3,0.1016,71.3,0.033779199999999995
367,800.0,12.7,0.02540000000000002,71.3,0.012180799999999999
368,3150.0,0.0,0.1016,39.6,0.0014633200000000006
369,2000.0,0.0,0.3048,39.6,0.003101380000000001
370,6300.0,17.4,0.02540000000000002,55.5,0.016570599999999998
371,6300.0,3.3,0.1016,31.7,0.0025143500000000003
372,2000.0,4.0,0.2286,55.5,0.004286199999999999
373,250.0,9.9,0.1524,55.5,0.0208438
374,400.0,5.4,0.1524,31.7,0.00525474
375,1250.0,4.0,0.2286,39.6,0.00473801
376,315.0,15.6,0.1016,71.3,0.0437259
377,2500.0,15.6,0.1016,39.6,0.0528487
378,800.0,4.0,0.2286,55.5,0.004286199999999999
379,2500.0,9.5,0.02540000000000002,39.6,0.00449821
380,400.0,6.7,0.1016,31.7,0.00592927
381,10000.0,1.5,0.3048,71.3,0.00336729
382,3150.0,1.5,0.3048,71.3,0.00336729
383,8000.0,0.0,0.3048,31.7,0.0033126600000000003
384,200.0,0.0,0.3048,31.7,0.0033126600000000003
385,800.0,11.2,0.0508,39.6,0.015047799999999998
386,3150.0,9.5,0.02540000000000002,71.3,0.004206539999999999
387,800.0,22.2,0.02540000000000002,71.3,0.0214178
388,999.9999999999998,7.3,0.2286,55.5,0.011170600000000001
389,500.0,8.4,0.0508,31.7,0.00580776
390,999.9999999999998,3.0,0.3048,55.5,0.00452492
391,500.0,0.0,0.2286,39.6,0.00253511
392,5000.0,9.5,0.02540000000000002,39.6,0.00449821
393,2000.0,7.3,0.2286,39.6,0.0123481
394,5000.0,7.2,0.1524,71.3,0.00752039
395,10000.0,4.8,0.02540000000000002,71.3,0.0008486329999999997
396,2000.0,6.7,0.1016,55.5,0.0052139
397,800.0,12.6,0.1524,39.6,0.058411300000000006
398,4000.0,0.0,0.3048,31.7,0.0033126600000000003
399,8000.0,4.2,0.0508,71.3,0.0014278799999999994
400,4000.0,7.3,0.2286,39.6,0.0123481
401,315.0,0.0,0.2286,31.7,0.0027238
402,1600.0,3.0,0.3048,71.3,0.00425727
403,1600.0,8.4,0.0508,71.3,0.00529514
404,6300.0,15.4,0.0508,71.3,0.0264269
405,6300.0,12.7,0.02540000000000002,71.3,0.012180799999999999
406,5000.0,1.5,0.3048,71.3,0.00336729
407,20000.0,0.0,0.02540000000000002,71.3,0.00040068199999999943
408,800.0,0.0,0.1016,55.5,0.0013198299999999993
409,6300.0,2.7,0.1524,71.3,0.0024385099999999996
410,4000.0,8.9,0.1016,71.3,0.0103088
411,1600.0,0.0,0.1016,39.6,0.0014633200000000006
412,250.0,22.2,0.02540000000000002,39.6,0.022902799999999997
413,2500.0,6.7,0.1016,71.3,0.00478288
414,630.0,2.7,0.1524,39.6,0.002948039999999999
415,4000.0,0.0,0.1016,71.3,0.0012107200000000002
416,400.0,17.4,0.02540000000000002,31.7,0.017663099999999998
417,400.0,9.5,0.02540000000000002,31.7,0.0046137700000000005
418,6300.0,12.7,0.02540000000000002,39.6,0.013025299999999998
419,500.0,5.4,0.1524,55.5,0.00433288
420,800.0,7.3,0.2286,71.3,0.010440399999999999
421,800.0,0.0,0.1016,39.6,0.0014633200000000006
422,200.0,22.2,0.02540000000000002,39.6,0.022902799999999997
423,200.0,9.5,0.02540000000000002,39.6,0.00449821
424,4000.0,5.4,0.1524,39.6,0.00485029
425,2000.0,0.0,0.3048,71.3,0.00266337
426,800.0,15.6,0.1016,71.3,0.0437259
427,2500.0,17.4,0.02540000000000002,71.3,0.016104
428,3150.0,3.0,0.3048,39.6,0.00495741
429,1250.0,0.0,0.0508,55.5,0.0007619299999999992
430,999.9999999999998,5.4,0.1524,55.5,0.00433288
431,315.0,5.3,0.2286,39.6,0.00614329
432,630.0,0.0,0.2286,39.6,0.00253511
433,5000.0,3.3,0.1016,55.5,0.0022109999999999994
434,315.0,12.3,0.1016,71.3,0.033779199999999995
435,10000.0,0.0,0.1016,39.6,0.0014633200000000006
436,999.9999999999998,12.7,0.02540000000000002,39.6,0.013025299999999998
437,500.0,9.9,0.1524,71.3,0.019300099999999997
438,2000.0,12.6,0.1524,71.3,0.0483159
439,6300.0,4.8,0.02540000000000002,71.3,0.0008486329999999997
440,1250.0,8.4,0.0508,71.3,0.00529514
441,400.0,2.0,0.2286,71.3,0.00293031
442,800.0,5.4,0.1524,39.6,0.00485029
443,315.0,0.0,0.3048,39.6,0.003101380000000001
444,2000.0,4.0,0.2286,39.6,0.00473801
445,8000.0,0.0,0.1016,55.5,0.0013198299999999993
446,3150.0,4.8,0.02540000000000002,31.7,0.0009307889999999996
447,800.0,12.3,0.1016,31.7,0.0418756
448,200.0,15.4,0.0508,55.5,0.0271925
449,500.0,3.0,0.3048,71.3,0.00425727
450,2500.0,12.6,0.1524,39.6,0.058411300000000006
451,800.0,8.9,0.1016,71.3,0.0103088
452,800.0,17.4,0.02540000000000002,55.5,0.016570599999999998
453,5000.0,7.3,0.2286,55.5,0.011170600000000001
454,1250.0,6.7,0.1016,39.6,0.00578076
455,200.0,19.7,0.0508,71.3,0.034118300000000004
456,630.0,4.0,0.2286,39.6,0.00473801
457,2000.0,3.3,0.1016,31.7,0.0025143500000000003
458,3150.0,17.4,0.02540000000000002,31.7,0.017663099999999998
459,2000.0,0.0,0.02540000000000002,31.7,0.0004394719999999998
460,8000.0,0.0,0.0508,39.6,0.0007918219999999993
461,800.0,0.0,0.0508,31.7,0.0008121640000000006
462,630.0,0.0,0.2286,55.5,0.0022933599999999995
463,2000.0,12.6,0.1524,39.6,0.058411300000000006
464,630.0,2.0,0.2286,55.5,0.003135249999999999
465,630.0,6.7,0.1016,55.5,0.0052139
466,315.0,4.0,0.2286,31.7,0.00509068
467,3150.0,0.0,0.0508,55.5,0.0007619299999999992
468,1250.0,4.8,0.02540000000000002,31.7,0.0009307889999999996
469,4000.0,7.3,0.2286,31.7,0.0132672
470,500.0,12.7,0.02540000000000002,71.3,0.012180799999999999
471,800.0,6.7,0.1016,31.7,0.00592927
472,250.0,8.9,0.1016,39.6,0.012459600000000001
473,999.9999999999998,0.0,0.3048,39.6,0.003101380000000001
474,1600.0,17.4,0.02540000000000002,31.7,0.017663099999999998
475,500.0,8.4,0.0508,55.5,0.00544854
476,400.0,3.0,0.3048,71.3,0.00425727
477,1250.0,0.0,0.1524,31.7,0.00209405
478,630.0,15.4,0.0508,55.5,0.0271925
479,500.0,4.8,0.02540000000000002,39.6,0.0009074749999999996
480,16000.0,0.0,0.02540000000000002,71.3,0.00040068199999999943
481,2000.0,2.0,0.2286,39.6,0.00346574
482,2000.0,0.0,0.2286,39.6,0.00253511
483,3150.0,3.3,0.1016,71.3,0.0020282200000000007
484,4000.0,12.3,0.1016,39.6,0.04082680000000001
485,6300.0,4.0,0.3048,71.3,0.00497773
486,2000.0,8.9,0.1016,39.6,0.012459600000000001
487,400.0,19.7,0.0508,71.3,0.034118300000000004
488,1250.0,8.4,0.0508,31.7,0.00580776
489,2000.0,9.9,0.1524,55.5,0.0208438
