,Frequency
339,0.3939393939393939
340,0.30808080808080807
341,0.1919191919191919
342,0.05303030303030304
343,0.0303030303030303
344,0.021717171717171715
345,0.0101010101010101
346,0.24242424242424243
347,0.0101010101010101
348,0.021717171717171715
349,0.11616161616161617
350,0.09090909090909091
351,0.0303030303030303
352,0.005808080808080807
353,0.05303030303030304
354,0.14898989898989898
355,0.09090909090909091
356,0.0
357,0.14898989898989898
358,0.0707070707070707
359,0.015151515151515152
360,0.0404040404040404
361,0.0101010101010101
362,0.1919191919191919
363,0.494949494949495
364,0.002525252525252526
365,0.1919191919191919
366,0.1919191919191919
367,0.0303030303030303
368,0.14898989898989898
369,0.09090909090909091
370,0.30808080808080807
371,0.30808080808080807
372,0.09090909090909091
373,0.002525252525252526
374,0.0101010101010101
375,0.05303030303030304
376,0.005808080808080807
377,0.11616161616161617
378,0.0303030303030303
379,0.11616161616161617
380,0.0101010101010101
381,0.494949494949495
382,0.14898989898989898
383,0.3939393939393939
384,0.0
385,0.0303030303030303
386,0.14898989898989898
387,0.0303030303030303
388,0.0404040404040404
389,0.015151515151515152
390,0.0404040404040404
391,0.015151515151515152
392,0.24242424242424243
393,0.09090909090909091
394,0.24242424242424243
395,0.494949494949495
396,0.09090909090909091
397,0.0303030303030303
398,0.1919191919191919
399,0.3939393939393939
400,0.1919191919191919
401,0.005808080808080807
402,0.0707070707070707
403,0.0707070707070707
404,0.30808080808080807
405,0.30808080808080807
406,0.24242424242424243
407,1.0
408,0.0303030303030303
409,0.30808080808080807
410,0.1919191919191919
411,0.0707070707070707
412,0.002525252525252526
413,0.11616161616161617
414,0.021717171717171715
415,0.1919191919191919
416,0.0101010101010101
417,0.0101010101010101
418,0.30808080808080807
419,0.015151515151515152
420,0.0303030303030303
421,0.0303030303030303
422,0.0
423,0.0
424,0.1919191919191919
425,0.09090909090909091
426,0.0303030303030303
427,0.11616161616161617
428,0.14898989898989898
429,0.05303030303030304
430,0.0404040404040404
431,0.005808080808080807
432,0.021717171717171715
433,0.24242424242424243
434,0.005808080808080807
435,0.494949494949495
436,0.0404040404040404
437,0.015151515151515152
438,0.09090909090909091
439,0.30808080808080807
440,0.05303030303030304
441,0.0101010101010101
442,0.0303030303030303
443,0.005808080808080807
444,0.09090909090909091
445,0.3939393939393939
446,0.14898989898989898
447,0.0303030303030303
448,0.0
449,0.015151515151515152
450,0.11616161616161617
451,0.0303030303030303
452,0.0303030303030303
453,0.24242424242424243
454,0.05303030303030304
455,0.0
456,0.021717171717171715
457,0.09090909090909091
458,0.14898989898989898
459,0.09090909090909091
460,0.3939393939393939
461,0.0303030303030303
462,0.021717171717171715
463,0.09090909090909091
464,0.021717171717171715
465,0.021717171717171715
466,0.005808080808080807
467,0.14898989898989898
468,0.05303030303030304
469,0.1919191919191919
470,0.015151515151515152
471,0.0303030303030303
472,0.002525252525252526
473,0.0404040404040404
474,0.0707070707070707
475,0.015151515151515152
476,0.0101010101010101
477,0.05303030303030304
478,0.021717171717171715
479,0.015151515151515152
480,0.797979797979798
481,0.09090909090909091
482,0.09090909090909091
483,0.14898989898989898
484,0.1919191919191919
485,0.30808080808080807
486,0.09090909090909091
487,0.0101010101010101
488,0.05303030303030304
489,0.09090909090909091
490,0.14898989898989898
491,0.1919191919191919
492,0.24242424242424243
493,0.14898989898989898
494,0.1919191919191919
495,0.09090909090909091
496,0.30808080808080807
497,0.14898989898989898
498,0.11616161616161617
499,0.1919191919191919
500,0.24242424242424243
501,0.1919191919191919
502,0.24242424242424243
503,0.6212121212121212
504,0.3939393939393939
505,0.002525252525252526
506,0.0303030303030303
507,0.0404040404040404
508,0.05303030303030304
509,0.0404040404040404
510,0.015151515151515152
511,0.05303030303030304
512,0.0404040404040404
513,0.0404040404040404
514,0.11616161616161617
515,0.11616161616161617
516,0.0101010101010101
517,0.002525252525252526
518,0.24242424242424243
519,0.494949494949495
520,0.24242424242424243
521,0.005808080808080807
522,0.494949494949495
523,0.30808080808080807
524,0.09090909090909091
525,0.30808080808080807
526,0.0303030303030303
527,0.3939393939393939
528,0.09090909090909091
529,0.09090909090909091
530,0.05303030303030304
531,0.09090909090909091
532,0.11616161616161617
533,0.05303030303030304
534,0.14898989898989898
535,0.05303030303030304
536,0.0404040404040404
537,0.11616161616161617
538,0.0404040404040404
539,0.021717171717171715
540,0.015151515151515152
541,0.021717171717171715
542,0.05303030303030304
543,0.11616161616161617
544,0.005808080808080807
545,0.24242424242424243
546,0.005808080808080807
547,0.09090909090909091
548,0.005808080808080807
549,0.30808080808080807
550,0.11616161616161617
551,0.0
552,0.30808080808080807
553,0.494949494949495
554,0.005808080808080807
555,0.24242424242424243
556,0.24242424242424243
557,0.1919191919191919
558,0.14898989898989898
559,0.0404040404040404
560,0.09090909090909091
561,0.015151515151515152
562,0.30808080808080807
563,0.30808080808080807
564,0.24242424242424243
565,0.021717171717171715
566,0.005808080808080807
567,0.797979797979798
568,0.021717171717171715
569,0.0404040404040404
570,0.09090909090909091
571,0.021717171717171715
572,0.05303030303030304
573,0.09090909090909091
574,0.14898989898989898
575,0.11616161616161617
576,0.0101010101010101
577,0.0707070707070707
578,0.0
579,0.0404040404040404
580,0.09090909090909091
581,0.05303030303030304
582,0.05303030303030304
583,0.015151515151515152
584,0.09090909090909091
585,0.11616161616161617
586,0.05303030303030304
587,0.0101010101010101
588,0.30808080808080807
589,0.24242424242424243
590,0.015151515151515152
591,0.0404040404040404
592,0.09090909090909091
593,0.30808080808080807
594,0.0404040404040404
595,0.05303030303030304
596,0.494949494949495
597,0.005808080808080807
598,0.05303030303030304
599,0.09090909090909091
600,0.24242424242424243
601,0.0303030303030303
602,0.005808080808080807
603,0.11616161616161617
604,0.1919191919191919
605,0.015151515151515152
606,0.005808080808080807
607,0.14898989898989898
608,0.021717171717171715
609,0.30808080808080807
610,0.0
611,0.14898989898989898
612,0.30808080808080807
613,0.0101010101010101
614,0.6212121212121212
615,0.005808080808080807
616,0.6212121212121212
617,0.24242424242424243
618,0.0707070707070707
619,0.09090909090909091
620,0.14898989898989898
621,0.0101010101010101
622,0.30808080808080807
623,0.0101010101010101
624,0.24242424242424243
625,0.002525252525252526
626,0.24242424242424243
627,0.05303030303030304
628,0.3939393939393939
629,0.021717171717171715
630,0.1919191919191919
631,0.005808080808080807
632,0.005808080808080807
633,0.0707070707070707
634,0.30808080808080807
635,0.09090909090909091
636,0.0404040404040404
637,0.021717171717171715
638,0.005808080808080807
639,0.494949494949495
640,0.24242424242424243
641,0.0404040404040404
642,0.6212121212121212
643,0.05303030303030304
644,0.494949494949495
645,0.0404040404040404
646,0.1919191919191919
647,0.6212121212121212
648,0.14898989898989898
649,0.0101010101010101
650,0.015151515151515152
651,0.14898989898989898
652,0.0
653,0.0404040404040404
654,0.09090909090909091
655,0.30808080808080807
656,0.30808080808080807
657,0.0303030303030303
658,0.015151515151515152
659,0.0101010101010101
660,0.0101010101010101
661,0.05303030303030304
662,0.002525252525252526
663,0.494949494949495
664,0.1919191919191919
665,0.05303030303030304
666,0.24242424242424243
667,0.1919191919191919
668,0.021717171717171715
669,0.015151515151515152
670,0.11616161616161617
671,0.30808080808080807
672,0.05303030303030304
673,0.24242424242424243
674,0.1919191919191919
675,0.3939393939393939
676,0.11616161616161617
677,0.05303030303030304
678,0.30808080808080807
679,0.021717171717171715
680,0.6212121212121212
681,0.0707070707070707
682,0.09090909090909091
683,0.11616161616161617
684,0.0
685,0.14898989898989898
686,0.24242424242424243
687,0.002525252525252526
688,0.30808080808080807
689,0.021717171717171715
690,0.494949494949495
691,0.002525252525252526
692,0.015151515151515152
693,0.0101010101010101
694,0.0101010101010101
695,0.09090909090909091
696,0.0101010101010101
697,0.0303030303030303
698,0.14898989898989898
699,0.0303030303030303
700,0.494949494949495
701,0.11616161616161617
702,0.1919191919191919
703,0.0101010101010101
704,0.0404040404040404
705,0.3939393939393939
706,0.015151515151515152
707,0.09090909090909091
708,0.015151515151515152
709,0.015151515151515152
710,0.09090909090909091
711,0.11616161616161617
712,0.015151515151515152
713,0.0404040404040404
714,0.0101010101010101
715,0.30808080808080807
716,0.0101010101010101
717,0.0707070707070707
718,0.021717171717171715
719,0.11616161616161617
720,0.002525252525252526
721,0.1919191919191919
722,0.14898989898989898
723,0.3939393939393939
724,1.0
725,0.0303030303030303
726,0.021717171717171715
727,0.11616161616161617
728,0.11616161616161617
729,0.015151515151515152
730,0.30808080808080807
731,0.24242424242424243
732,0.002525252525252526
733,0.05303030303030304
734,0.0101010101010101
735,0.005808080808080807
736,0.0707070707070707
737,0.021717171717171715
738,0.09090909090909091
739,0.24242424242424243
740,0.24242424242424243
741,0.0303030303030303
742,0.3939393939393939
743,0.0707070707070707
744,0.0303030303030303
745,0.002525252525252526
746,0.3939393939393939
747,0.021717171717171715
748,0.0303030303030303
749,0.30808080808080807
750,0.021717171717171715
751,0.0707070707070707
752,0.0404040404040404
753,0.05303030303030304
754,0.0707070707070707
755,0.0303030303030303
756,0.14898989898989898
757,0.021717171717171715
758,0.1919191919191919
759,0.24242424242424243
760,0.11616161616161617
761,0.0404040404040404
762,0.14898989898989898
763,0.021717171717171715
764,0.24242424242424243
765,0.11616161616161617
766,0.14898989898989898
767,0.14898989898989898
768,0.24242424242424243
769,0.11616161616161617
770,0.05303030303030304
771,0.015151515151515152
772,0.05303030303030304
773,0.11616161616161617
774,0.05303030303030304
775,0.09090909090909091
776,0.0404040404040404
777,0.0303030303030303
778,0.002525252525252526
779,0.494949494949495
780,0.11616161616161617
781,0.30808080808080807
782,0.05303030303030304
783,0.1919191919191919
784,0.14898989898989898
785,0.494949494949495
786,0.24242424242424243
787,0.0303030303030303
788,0.0707070707070707
789,0.14898989898989898
790,0.14898989898989898
791,0.24242424242424243
792,0.0303030303030303
793,0.1919191919191919
794,0.09090909090909091
795,0.14898989898989898
796,0.24242424242424243
797,0.021717171717171715
798,0.021717171717171715
799,0.14898989898989898
800,0.11616161616161617
801,0.1919191919191919
802,0.021717171717171715
803,0.0303030303030303
804,0.005808080808080807
805,0.09090909090909091
806,0.494949494949495
807,0.002525252525252526
808,0.30808080808080807
809,0.11616161616161617
810,1.0
811,0.30808080808080807
812,0.3939393939393939
813,0.797979797979798
814,0.021717171717171715
815,0.0404040404040404
816,0.0303030303030303
817,0.05303030303030304
818,0.1919191919191919
819,0.05303030303030304
820,0.0101010101010101
821,0.0101010101010101
822,0.24242424242424243
823,1.0
824,0.002525252525252526
825,0.015151515151515152
826,0.6212121212121212
827,0.0303030303030303
828,0.0404040404040404
829,0.0404040404040404
830,0.09090909090909091
831,0.0404040404040404
832,0.002525252525252526
833,0.0101010101010101
834,0.1919191919191919
835,0.09090909090909091
836,0.11616161616161617
837,0.021717171717171715
838,0.11616161616161617
839,0.0404040404040404
840,0.09090909090909091
841,0.494949494949495
842,0.0404040404040404
843,0.05303030303030304
844,0.09090909090909091
845,0.0
846,0.14898989898989898
847,0.1919191919191919
848,0.0303030303030303
849,0.11616161616161617
850,0.0303030303030303
851,0.3939393939393939
852,0.1919191919191919
853,0.05303030303030304
854,0.05303030303030304
855,0.05303030303030304
856,0.0707070707070707
857,0.0707070707070707
858,0.24242424242424243
859,0.0707070707070707
860,0.24242424242424243
861,0.0404040404040404
862,0.0707070707070707
863,0.14898989898989898
864,0.14898989898989898
865,0.30808080808080807
866,0.0707070707070707
867,0.005808080808080807
868,0.0303030303030303
869,0.797979797979798
870,0.3939393939393939
871,0.005808080808080807
872,0.24242424242424243
873,0.11616161616161617
874,0.09090909090909091
875,0.09090909090909091
876,0.021717171717171715
877,0.1919191919191919
878,0.05303030303030304
879,0.0
880,0.0707070707070707
881,0.494949494949495
882,0.0404040404040404
883,0.24242424242424243
884,0.05303030303030304
885,0.30808080808080807
886,0.021717171717171715
887,0.0707070707070707
888,0.14898989898989898
889,0.14898989898989898
890,0.0707070707070707
891,0.30808080808080807
892,0.24242424242424243
893,0.015151515151515152
894,0.14898989898989898
895,0.6212121212121212
896,0.0101010101010101
897,0.0303030303030303
898,0.0101010101010101
899,0.30808080808080807
900,0.14898989898989898
901,0.015151515151515152
902,0.14898989898989898
903,0.021717171717171715
904,0.14898989898989898
905,0.05303030303030304
906,0.1919191919191919
907,0.30808080808080807
908,0.0
909,0.30808080808080807
910,0.797979797979798
911,0.11616161616161617
912,0.11616161616161617
913,0.05303030303030304
914,0.30808080808080807
915,0.0404040404040404
916,0.14898989898989898
917,0.1919191919191919
918,0.14898989898989898
919,0.30808080808080807
920,0.14898989898989898
921,0.11616161616161617
922,0.30808080808080807
923,0.494949494949495
924,0.30808080808080807
925,0.0404040404040404
926,0.015151515151515152
927,0.0303030303030303
928,0.0404040404040404
929,0.6212121212121212
930,0.0404040404040404
931,0.1919191919191919
932,0.1919191919191919
933,0.0707070707070707
934,0.015151515151515152
935,0.021717171717171715
936,0.09090909090909091
937,0.0707070707070707
938,0.0404040404040404
939,0.6212121212121212
940,0.1919191919191919
941,0.0707070707070707
942,0.021717171717171715
943,0.002525252525252526
944,0.0303030303030303
945,0.14898989898989898
946,0.09090909090909091
947,0.30808080808080807
948,0.021717171717171715
949,0.30808080808080807
950,0.002525252525252526
951,0.11616161616161617
952,0.11616161616161617
953,0.0404040404040404
954,0.11616161616161617
955,0.021717171717171715
956,0.021717171717171715
957,0.05303030303030304
958,0.0101010101010101
959,0.05303030303030304
960,0.0707070707070707
961,1.0
962,0.0101010101010101
963,0.021717171717171715
964,0.0
965,0.6212121212121212
966,0.24242424242424243
967,0.30808080808080807
968,0.021717171717171715
969,0.0303030303030303
970,0.3939393939393939
971,0.005808080808080807
972,0.494949494949495
973,0.0101010101010101
974,0.0707070707070707
975,0.05303030303030304
976,0.0303030303030303
977,0.05303030303030304
978,0.3939393939393939
979,0.015151515151515152
980,0.14898989898989898
981,0.0303030303030303
982,0.05303030303030304
983,0.0707070707070707
984,0.09090909090909091
985,0.021717171717171715
986,0.005808080808080807
987,0.0303030303030303
988,0.002525252525252526
989,0.24242424242424243
990,0.3939393939393939
991,0.11616161616161617
992,0.24242424242424243
993,0.24242424242424243
994,0.0
995,0.09090909090909091
996,0.0
997,0.015151515151515152
998,0.11616161616161617
999,0.11616161616161617
1000,0.11616161616161617
1001,0.14898989898989898
1002,0.11616161616161617
1003,0.30808080808080807
1004,0.0707070707070707
1005,0.05303030303030304
1006,0.24242424242424243
1007,0.0404040404040404
1008,0.002525252525252526
1009,0.797979797979798
1010,0.05303030303030304
1011,0.0707070707070707
1012,0.14898989898989898
1013,0.14898989898989898
1014,0.0303030303030303
1015,0.494949494949495
1016,0.021717171717171715
1017,0.002525252525252526
1018,0.0707070707070707
1019,0.30808080808080807
1020,0.30808080808080807
1021,0.0303030303030303
1022,0.14898989898989898
1023,0.11616161616161617
1024,0.1919191919191919
1025,0.0101010101010101
1026,0.14898989898989898
1027,0.1919191919191919
1028,0.494949494949495
1029,0.0101010101010101
1030,0.021717171717171715
1031,0.11616161616161617
1032,0.05303030303030304
1033,0.0707070707070707
1034,0.1919191919191919
1035,0.24242424242424243
1036,0.0303030303030303
1037,0.11616161616161617
1038,0.0404040404040404
1039,0.0707070707070707
1040,0.24242424242424243
1041,0.6212121212121212
1042,0.021717171717171715
1043,0.30808080808080807
1044,0.0707070707070707
1045,0.015151515151515152
1046,0.005808080808080807
1047,0.05303030303030304
1048,0.0404040404040404
1049,0.14898989898989898
1050,0.0707070707070707
1051,0.14898989898989898
