,Frequency,Angle_of_Attack,Chord_length,Free-stream_velocity(prediction),Suction_side_displacement_thickness
32,1000.0,2.0,0.2286,61.8318298707295,0.00293031
33,1000.0,2.0,0.2286,61.8318298707295,0.00293031
34,1000.0,2.0,0.2286,61.8318298707295,0.00293031
35,1000.0,2.0,0.2286,61.8318298707295,0.00293031
36,1000.0,2.0,0.2286,61.83098330718059,0.00293031
37,1000.0,2.0,0.2286,61.83140371593369,0.00293031
38,1000.0,2.0,0.2286,61.83140371593369,0.00293031
39,1000.0,2.0,0.2286,61.83140371593369,0.00293031
40,1000.0,2.0,0.2286,61.83140371593369,0.00293031
41,1000.0,2.0,0.2286,61.831241328009064,0.00293031
42,1000.0,2.0,0.2286,61.831241328009064,0.00293031
43,1000.0,2.0,0.2286,61.831241328009064,0.00293031
44,1000.0,2.0,0.2286,61.831241328009064,0.00293031
45,1000.0,2.0,0.2286,61.831241328009064,0.00293031
46,1000.0,2.0,0.2286,61.831241328009064,0.00293031
47,1000.0,2.0,0.2286,61.831318577028945,0.00293031
48,1000.0,2.0,0.2286,61.831318577028945,0.00293031
49,1000.0,2.0,0.2286,61.831318577028945,0.00293031
50,1000.0,2.0,0.2286,61.831318577028945,0.00293031
51,1000.0,2.0,0.2286,61.831318577028945,0.00293031
52,1000.0,2.0,0.2286,61.831318577028945,0.00293031
53,1000.0,2.0,0.2286,61.831318577028945,0.00293031
54,1000.0,2.0,0.2286,61.831318577028945,0.00293031
55,1000.0,2.0,0.2286,61.831318577028945,0.00293031
56,1000.0,2.0,0.2286,61.831318577028945,0.00293031
57,1000.0,2.0,0.2286,61.831318577028945,0.00293031
58,1000.0,2.0,0.2286,61.831318577028945,0.00293031
59,1000.0,2.0,0.2286,61.831318577028945,0.00293031
60,1000.0,2.0,0.2286,61.831318577028945,0.00293031
61,1000.0,2.0,0.2286,61.831318577028945,0.00293031
62,1000.0,2.0,0.2286,61.831318577028945,0.00293031
63,1000.0,2.0,0.2286,61.831318577028945,0.00293031
64,1000.0,2.0,0.2286,61.831318577028945,0.00293031
65,1000.0,2.0,0.2286,61.831318577028945,0.00293031
66,1000.0,2.0,0.2286,61.831318577028945,0.00293031
67,1000.0,2.0,0.2286,61.831318577028945,0.00293031
68,1000.0,2.0,0.2286,61.831318577028945,0.00293031
69,1000.0,2.0,0.2286,61.831318577028945,0.00293031
70,1000.0,2.0,0.2286,61.831318577028945,0.00293031
71,1000.0,2.0,0.2286,61.831318577028945,0.00293031
72,1000.0,2.0,0.2286,61.831318577028945,0.00293031
73,1000.0,2.0,0.2286,61.831318577028945,0.00293031
74,1000.0,2.0,0.2286,61.831318577028945,0.00293031
75,1000.0,2.0,0.2286,61.831318577028945,0.00293031
76,1000.0,2.0,0.2286,61.831318577028945,0.00293031
77,1000.0,2.0,0.2286,61.831318577028945,0.00293031
78,1000.0,2.0,0.2286,61.831318577028945,0.00293031
79,1000.0,2.0,0.2286,61.831318577028945,0.00293031
80,1000.0,2.0,0.2286,61.831318577028945,0.00293031
81,1000.0,2.0,0.2286,61.831318577028945,0.00293031
82,1000.0,2.0,0.2286,61.831318577028945,0.00293031
83,1000.0,2.0,0.2286,61.831318577028945,0.00293031
84,1000.0,2.0,0.2286,61.831318577028945,0.00293031
85,1000.0,2.0,0.2286,61.831318577028945,0.00293031
86,1000.0,2.0,0.2286,61.831318577028945,0.00293031
87,1000.0,2.0,0.2286,61.831318577028945,0.00293031
88,1000.0,2.0,0.2286,61.831318577028945,0.00293031
89,1000.0,2.0,0.2286,61.831318577028945,0.00293031
90,1000.0,2.0,0.2286,61.831318577028945,0.00293031
91,1000.0,2.0,0.2286,61.831318577028945,0.00293031
92,1000.0,2.0,0.2286,61.831318577028945,0.00293031
93,1000.0,2.0,0.2286,61.831318577028945,0.00293031
94,1000.0,2.0,0.2286,61.831318577028945,0.00293031
95,1000.0,2.0,0.2286,61.831318577028945,0.00293031
96,1000.0,2.0,0.2286,61.831318577028945,0.00293031
97,1000.0,2.0,0.2286,61.831318577028945,0.00293031
98,1000.0,2.0,0.2286,61.831318577028945,0.00293031
99,1000.0,2.0,0.2286,61.831318577028945,0.00293031
100,1000.0,2.0,0.2286,61.831318577028945,0.00293031
101,1000.0,2.0,0.2286,61.831318577028945,0.00293031
102,1000.0,2.0,0.2286,61.831318577028945,0.00293031
103,1000.0,2.0,0.2286,61.831318577028945,0.00293031
104,1000.0,2.0,0.2286,61.831318577028945,0.00293031
105,1000.0,2.0,0.2286,61.831318577028945,0.00293031
106,1000.0,2.0,0.2286,61.831318577028945,0.00293031
107,1000.0,2.0,0.2286,61.831318577028945,0.00293031
108,1000.0,2.0,0.2286,61.831318577028945,0.00293031
109,1000.0,2.0,0.2286,61.831318577028945,0.00293031
110,1000.0,2.0,0.2286,61.831318577028945,0.00293031
111,1000.0,2.0,0.2286,61.831318577028945,0.00293031
112,1000.0,2.0,0.2286,61.831318577028945,0.00293031
113,1000.0,2.0,0.2286,61.831318577028945,0.00293031
114,1000.0,2.0,0.2286,61.831318577028945,0.00293031
115,1000.0,2.0,0.2286,61.831318577028945,0.00293031
116,1000.0,2.0,0.2286,61.831318577028945,0.00293031
117,1000.0,2.0,0.2286,61.831318577028945,0.00293031
118,1000.0,2.0,0.2286,61.831318577028945,0.00293031
119,1000.0,2.0,0.2286,61.831318577028945,0.00293031
120,1000.0,2.0,0.2286,61.831318577028945,0.00293031
121,1000.0,2.0,0.2286,61.831318577028945,0.00293031
122,1000.0,2.0,0.2286,61.831318577028945,0.00293031
123,1000.0,2.0,0.2286,61.831318577028945,0.00293031
124,1000.0,2.0,0.2286,61.831318577028945,0.00293031
125,1000.0,2.0,0.2286,61.831318577028945,0.00293031
126,1000.0,2.0,0.2286,61.831318577028945,0.00293031
127,1000.0,2.0,0.2286,61.831318577028945,0.00293031
128,1000.0,2.0,0.2286,61.831318577028945,0.00293031
129,1000.0,2.0,0.2286,61.831318577028945,0.00293031
130,1000.0,2.0,0.2286,61.831318577028945,0.00293031
131,1000.0,2.0,0.2286,61.831318577028945,0.00293031
132,1000.0,2.0,0.2286,61.831318577028945,0.00293031
133,1000.0,2.0,0.2286,61.831318577028945,0.00293031
134,1000.0,2.0,0.2286,61.831318577028945,0.00293031
135,1000.0,2.0,0.2286,61.831318577028945,0.00293031
136,1000.0,2.0,0.2286,61.831318577028945,0.00293031
137,1000.0,2.0,0.2286,61.831318577028945,0.00293031
138,1000.0,2.0,0.2286,61.831318577028945,0.00293031
139,1000.0,2.0,0.2286,61.831318577028945,0.00293031
140,1000.0,2.0,0.2286,61.831318577028945,0.00293031
141,1000.0,2.0,0.2286,61.831318577028945,0.00293031
142,1000.0,2.0,0.2286,61.831318577028945,0.00293031
143,1000.0,2.0,0.2286,61.831318577028945,0.00293031
144,1000.0,2.0,0.2286,61.831318577028945,0.00293031
145,1000.0,2.0,0.2286,61.831318577028945,0.00293031
146,1000.0,2.0,0.2286,61.831318577028945,0.00293031
147,1000.0,2.0,0.2286,61.831318577028945,0.00293031
148,1000.0,2.0,0.2286,61.831318577028945,0.00293031
149,1000.0,2.0,0.2286,61.831318577028945,0.00293031
150,1000.0,2.0,0.2286,61.831318577028945,0.00293031
151,1000.0,2.0,0.2286,61.831318577028945,0.00293031
152,1000.0,2.0,0.2286,61.831318577028945,0.00293031
153,1000.0,2.0,0.2286,61.831318577028945,0.00293031
154,1000.0,2.0,0.2286,61.831318577028945,0.00293031
155,1000.0,2.0,0.2286,61.831318577028945,0.00293031
156,1000.0,2.0,0.2286,61.831318577028945,0.00293031
157,1000.0,2.0,0.2286,61.831318577028945,0.00293031
158,1000.0,2.0,0.2286,61.831318577028945,0.00293031
159,1000.0,2.0,0.2286,61.831318577028945,0.00293031
160,1000.0,2.0,0.2286,61.831318577028945,0.00293031
161,1000.0,2.0,0.2286,61.831318577028945,0.00293031
162,1000.0,2.0,0.2286,61.831318577028945,0.00293031
163,1000.0,2.0,0.2286,61.831318577028945,0.00293031
164,1000.0,2.0,0.2286,61.831318577028945,0.00293031
165,1000.0,2.0,0.2286,61.831318577028945,0.00293031
166,1000.0,2.0,0.2286,61.831318577028945,0.00293031
167,1000.0,2.0,0.2286,61.831318577028945,0.00293031
168,1000.0,2.0,0.2286,61.831318577028945,0.00293031
169,1000.0,2.0,0.2286,61.831318577028945,0.00293031
170,1000.0,2.0,0.2286,61.831318577028945,0.00293031
171,1000.0,2.0,0.2286,61.831318577028945,0.00293031
172,1000.0,2.0,0.2286,61.831318577028945,0.00293031
173,1000.0,2.0,0.2286,61.831318577028945,0.00293031
174,1000.0,2.0,0.2286,61.831318577028945,0.00293031
175,1000.0,2.0,0.2286,61.831318577028945,0.00293031
176,1000.0,2.0,0.2286,61.831318577028945,0.00293031
177,1000.0,2.0,0.2286,61.831318577028945,0.00293031
178,1000.0,2.0,0.2286,61.831318577028945,0.00293031
179,1000.0,2.0,0.2286,61.831318577028945,0.00293031
180,1000.0,2.0,0.2286,61.831318577028945,0.00293031
181,1000.0,2.0,0.2286,61.831318577028945,0.00293031
182,1000.0,2.0,0.2286,61.831318577028945,0.00293031
183,1000.0,2.0,0.2286,61.831318577028945,0.00293031
184,1000.0,2.0,0.2286,61.831318577028945,0.00293031
185,1000.0,2.0,0.2286,61.831318577028945,0.00293031
186,1000.0,2.0,0.2286,61.831318577028945,0.00293031
187,1000.0,2.0,0.2286,61.831318577028945,0.00293031
188,1000.0,2.0,0.2286,61.831318577028945,0.00293031
189,1000.0,2.0,0.2286,61.831318577028945,0.00293031
190,1000.0,2.0,0.2286,61.831318577028945,0.00293031
191,1000.0,2.0,0.2286,61.831318577028945,0.00293031
192,1000.0,2.0,0.2286,61.831318577028945,0.00293031
193,1000.0,2.0,0.2286,61.831318577028945,0.00293031
194,1000.0,2.0,0.2286,61.831318577028945,0.00293031
195,1000.0,2.0,0.2286,61.831318577028945,0.00293031
196,1000.0,2.0,0.2286,61.831318577028945,0.00293031
197,1000.0,2.0,0.2286,61.831318577028945,0.00293031
198,1000.0,2.0,0.2286,61.831318577028945,0.00293031
199,1000.0,2.0,0.2286,61.831318577028945,0.00293031
200,1000.0,2.0,0.2286,61.831318577028945,0.00293031
201,1000.0,2.0,0.2286,61.831318577028945,0.00293031
202,1000.0,2.0,0.2286,61.831318577028945,0.00293031
203,1000.0,2.0,0.2286,61.831318577028945,0.00293031
204,1000.0,2.0,0.2286,61.831318577028945,0.00293031
205,1000.0,2.0,0.2286,61.831318577028945,0.00293031
206,1000.0,2.0,0.2286,61.831318577028945,0.00293031
207,1000.0,2.0,0.2286,61.831318577028945,0.00293031
208,1000.0,2.0,0.2286,61.831318577028945,0.00293031
209,1000.0,2.0,0.2286,61.831318577028945,0.00293031
210,1000.0,2.0,0.2286,61.831318577028945,0.00293031
211,1000.0,2.0,0.2286,61.831318577028945,0.00293031
212,1000.0,2.0,0.2286,61.831318577028945,0.00293031
213,1000.0,2.0,0.2286,61.831318577028945,0.00293031
214,1000.0,2.0,0.2286,61.831318577028945,0.00293031
215,1000.0,2.0,0.2286,61.831318577028945,0.00293031
216,1000.0,2.0,0.2286,61.831318577028945,0.00293031
217,1000.0,2.0,0.2286,61.831318577028945,0.00293031
218,1000.0,2.0,0.2286,61.831318577028945,0.00293031
219,1000.0,2.0,0.2286,61.831318577028945,0.00293031
220,1000.0,2.0,0.2286,61.831318577028945,0.00293031
221,1000.0,2.0,0.2286,61.831318577028945,0.00293031
222,1000.0,2.0,0.2286,61.831318577028945,0.00293031
223,1000.0,2.0,0.2286,61.831318577028945,0.00293031
224,1000.0,2.0,0.2286,61.831318577028945,0.00293031
225,1000.0,2.0,0.2286,61.831318577028945,0.00293031
226,1000.0,2.0,0.2286,61.831318577028945,0.00293031
227,1000.0,2.0,0.2286,61.831318577028945,0.00293031
228,1000.0,2.0,0.2286,61.831318577028945,0.00293031
229,1000.0,2.0,0.2286,61.831318577028945,0.00293031
230,1000.0,2.0,0.2286,61.831318577028945,0.00293031
231,1000.0,2.0,0.2286,61.831318577028945,0.00293031
232,1000.0,2.0,0.2286,61.831318577028945,0.00293031
233,1000.0,2.0,0.2286,61.831318577028945,0.00293031
234,1000.0,2.0,0.2286,61.831318577028945,0.00293031
235,1000.0,2.0,0.2286,61.831318577028945,0.00293031
236,1000.0,2.0,0.2286,61.831318577028945,0.00293031
237,1000.0,2.0,0.2286,61.831318577028945,0.00293031
238,1000.0,2.0,0.2286,61.831318577028945,0.00293031
239,1000.0,2.0,0.2286,61.831318577028945,0.00293031
240,1000.0,2.0,0.2286,61.831318577028945,0.00293031
241,1000.0,2.0,0.2286,61.831318577028945,0.00293031
242,1000.0,2.0,0.2286,61.831318577028945,0.00293031
243,1000.0,2.0,0.2286,61.831318577028945,0.00293031
244,1000.0,2.0,0.2286,61.831318577028945,0.00293031
245,1000.0,2.0,0.2286,61.831318577028945,0.00293031
246,1000.0,2.0,0.2286,61.831318577028945,0.00293031
247,1000.0,2.0,0.2286,61.831318577028945,0.00293031
248,1000.0,2.0,0.2286,61.831318577028945,0.00293031
249,1000.0,2.0,0.2286,61.831318577028945,0.00293031
250,1000.0,2.0,0.2286,61.831318577028945,0.00293031
251,1000.0,2.0,0.2286,61.831318577028945,0.00293031
252,1000.0,2.0,0.2286,61.831318577028945,0.00293031
253,1000.0,2.0,0.2286,61.831318577028945,0.00293031
254,1000.0,2.0,0.2286,61.831318577028945,0.00293031
255,1000.0,2.0,0.2286,61.831318577028945,0.00293031
256,1000.0,2.0,0.2286,61.831318577028945,0.00293031
257,1000.0,2.0,0.2286,61.831318577028945,0.00293031
258,1000.0,2.0,0.2286,61.831318577028945,0.00293031
259,1000.0,2.0,0.2286,61.831318577028945,0.00293031
260,1000.0,2.0,0.2286,61.831318577028945,0.00293031
261,1000.0,2.0,0.2286,61.831318577028945,0.00293031
262,1000.0,2.0,0.2286,61.831318577028945,0.00293031
263,1000.0,2.0,0.2286,61.831318577028945,0.00293031
264,1000.0,2.0,0.2286,61.831318577028945,0.00293031
265,1000.0,2.0,0.2286,61.831318577028945,0.00293031
266,1000.0,2.0,0.2286,61.831318577028945,0.00293031
267,1000.0,2.0,0.2286,61.831318577028945,0.00293031
268,1000.0,2.0,0.2286,61.831318577028945,0.00293031
269,1000.0,2.0,0.2286,61.831318577028945,0.00293031
270,1000.0,2.0,0.2286,61.831318577028945,0.00293031
271,1000.0,2.0,0.2286,61.831318577028945,0.00293031
272,1000.0,2.0,0.2286,61.831318577028945,0.00293031
273,1000.0,2.0,0.2286,61.831318577028945,0.00293031
274,1000.0,2.0,0.2286,61.831318577028945,0.00293031
275,1000.0,2.0,0.2286,61.831318577028945,0.00293031
276,1000.0,2.0,0.2286,61.831318577028945,0.00293031
277,1000.0,2.0,0.2286,61.831318577028945,0.00293031
278,1000.0,2.0,0.2286,61.831318577028945,0.00293031
279,1000.0,2.0,0.2286,61.831318577028945,0.00293031
280,1000.0,2.0,0.2286,61.831318577028945,0.00293031
281,1000.0,2.0,0.2286,61.831318577028945,0.00293031
282,1000.0,2.0,0.2286,61.831318577028945,0.00293031
283,1000.0,2.0,0.2286,61.831318577028945,0.00293031
284,1000.0,2.0,0.2286,61.831318577028945,0.00293031
285,1000.0,2.0,0.2286,61.831318577028945,0.00293031
286,1000.0,2.0,0.2286,61.831318577028945,0.00293031
287,1000.0,2.0,0.2286,61.831318577028945,0.00293031
288,1000.0,2.0,0.2286,61.831318577028945,0.00293031
289,1000.0,2.0,0.2286,61.831318577028945,0.00293031
290,1000.0,2.0,0.2286,61.831318577028945,0.00293031
291,1000.0,2.0,0.2286,61.831318577028945,0.00293031
292,1000.0,2.0,0.2286,61.831318577028945,0.00293031
293,1000.0,2.0,0.2286,61.831318577028945,0.00293031
294,1000.0,2.0,0.2286,61.831318577028945,0.00293031
295,1000.0,2.0,0.2286,61.831318577028945,0.00293031
296,1000.0,2.0,0.2286,61.831318577028945,0.00293031
297,1000.0,2.0,0.2286,61.831318577028945,0.00293031
298,1000.0,2.0,0.2286,61.831318577028945,0.00293031
299,1000.0,2.0,0.2286,61.831318577028945,0.00293031
300,1000.0,2.0,0.2286,61.831318577028945,0.00293031
301,1000.0,2.0,0.2286,61.831318577028945,0.00293031
302,1000.0,2.0,0.2286,61.831318577028945,0.00293031
303,1000.0,2.0,0.2286,61.831318577028945,0.00293031
304,1000.0,2.0,0.2286,61.831318577028945,0.00293031
305,1000.0,2.0,0.2286,61.831318577028945,0.00293031
306,1000.0,2.0,0.2286,61.831318577028945,0.00293031
307,1000.0,2.0,0.2286,61.831318577028945,0.00293031
308,1000.0,2.0,0.2286,61.831318577028945,0.00293031
309,1000.0,2.0,0.2286,61.831318577028945,0.00293031
310,1000.0,2.0,0.2286,61.831318577028945,0.00293031
311,1000.0,2.0,0.2286,61.831318577028945,0.00293031
312,1000.0,2.0,0.2286,61.831318577028945,0.00293031
313,1000.0,2.0,0.2286,61.831318577028945,0.00293031
314,1000.0,2.0,0.2286,61.831318577028945,0.00293031
315,1000.0,2.0,0.2286,61.831318577028945,0.00293031
316,1000.0,2.0,0.2286,61.831318577028945,0.00293031
317,1000.0,2.0,0.2286,61.831318577028945,0.00293031
318,1000.0,2.0,0.2286,61.831318577028945,0.00293031
319,1000.0,2.0,0.2286,61.831318577028945,0.00293031
320,1000.0,2.0,0.2286,61.831318577028945,0.00293031
321,1000.0,2.0,0.2286,61.831318577028945,0.00293031
322,1000.0,2.0,0.2286,61.831318577028945,0.00293031
323,1000.0,2.0,0.2286,61.831318577028945,0.00293031
324,1000.0,2.0,0.2286,61.831318577028945,0.00293031
325,1000.0,2.0,0.2286,61.831318577028945,0.00293031
326,1000.0,2.0,0.2286,61.831318577028945,0.00293031
327,1000.0,2.0,0.2286,61.831318577028945,0.00293031
328,1000.0,2.0,0.2286,61.831318577028945,0.00293031
329,1000.0,2.0,0.2286,61.831318577028945,0.00293031
330,1000.0,2.0,0.2286,61.831318577028945,0.00293031
331,1000.0,2.0,0.2286,61.831318577028945,0.00293031
332,1000.0,2.0,0.2286,61.831318577028945,0.00293031
333,1000.0,2.0,0.2286,61.831318577028945,0.00293031
334,1000.0,2.0,0.2286,61.831318577028945,0.00293031
335,1000.0,2.0,0.2286,61.831318577028945,0.00293031
336,1000.0,2.0,0.2286,61.831318577028945,0.00293031
337,1000.0,2.0,0.2286,61.831318577028945,0.00293031
338,1000.0,2.0,0.2286,61.831318577028945,0.00293031
339,1000.0,2.0,0.2286,61.831318577028945,0.00293031
340,1000.0,2.0,0.2286,61.831318577028945,0.00293031
341,1000.0,2.0,0.2286,61.831318577028945,0.00293031
342,1000.0,2.0,0.2286,61.831318577028945,0.00293031
343,1000.0,2.0,0.2286,61.831318577028945,0.00293031
344,1000.0,2.0,0.2286,61.831318577028945,0.00293031
345,1000.0,2.0,0.2286,61.831318577028945,0.00293031
346,1000.0,2.0,0.2286,61.831318577028945,0.00293031
347,1000.0,2.0,0.2286,61.831318577028945,0.00293031
348,1000.0,2.0,0.2286,61.831318577028945,0.00293031
349,1000.0,2.0,0.2286,61.831318577028945,0.00293031
350,1000.0,2.0,0.2286,61.831318577028945,0.00293031
351,1000.0,2.0,0.2286,61.831318577028945,0.00293031
352,1000.0,2.0,0.2286,61.831318577028945,0.00293031
353,1000.0,2.0,0.2286,61.831318577028945,0.00293031
354,1000.0,2.0,0.2286,61.831318577028945,0.00293031
355,1000.0,2.0,0.2286,61.831318577028945,0.00293031
356,1000.0,2.0,0.2286,61.831318577028945,0.00293031
357,1000.0,2.0,0.2286,61.831318577028945,0.00293031
358,1000.0,2.0,0.2286,61.831318577028945,0.00293031
359,1000.0,2.0,0.2286,61.831318577028945,0.00293031
360,1000.0,2.0,0.2286,61.831318577028945,0.00293031
361,1000.0,2.0,0.2286,61.831318577028945,0.00293031
362,1000.0,2.0,0.2286,61.831318577028945,0.00293031
363,1000.0,2.0,0.2286,61.831318577028945,0.00293031
364,1000.0,2.0,0.2286,61.831318577028945,0.00293031
365,1000.0,2.0,0.2286,61.831318577028945,0.00293031
366,1000.0,2.0,0.2286,61.831318577028945,0.00293031
367,1000.0,2.0,0.2286,61.831318577028945,0.00293031
368,1000.0,2.0,0.2286,61.831318577028945,0.00293031
369,1000.0,2.0,0.2286,61.831318577028945,0.00293031
370,1000.0,2.0,0.2286,61.831318577028945,0.00293031
371,1000.0,2.0,0.2286,61.831318577028945,0.00293031
372,1000.0,2.0,0.2286,61.831318577028945,0.00293031
373,1000.0,2.0,0.2286,61.831318577028945,0.00293031
374,1000.0,2.0,0.2286,61.831318577028945,0.00293031
375,1000.0,2.0,0.2286,61.831318577028945,0.00293031
376,1000.0,2.0,0.2286,61.831318577028945,0.00293031
377,1000.0,2.0,0.2286,61.831318577028945,0.00293031
378,1000.0,2.0,0.2286,61.831318577028945,0.00293031
379,1000.0,2.0,0.2286,61.831318577028945,0.00293031
380,1000.0,2.0,0.2286,61.831318577028945,0.00293031
381,1000.0,2.0,0.2286,61.831318577028945,0.00293031
382,1000.0,2.0,0.2286,61.831318577028945,0.00293031
383,1000.0,2.0,0.2286,61.831318577028945,0.00293031
384,1000.0,2.0,0.2286,61.831318577028945,0.00293031
385,1000.0,2.0,0.2286,61.831318577028945,0.00293031
386,1000.0,2.0,0.2286,61.831318577028945,0.00293031
387,1000.0,2.0,0.2286,61.831318577028945,0.00293031
388,1000.0,2.0,0.2286,61.831318577028945,0.00293031
389,1000.0,2.0,0.2286,61.831318577028945,0.00293031
390,1000.0,2.0,0.2286,61.831318577028945,0.00293031
391,1000.0,2.0,0.2286,61.831318577028945,0.00293031
392,1000.0,2.0,0.2286,61.831318577028945,0.00293031
393,1000.0,2.0,0.2286,61.831318577028945,0.00293031
394,1000.0,2.0,0.2286,61.831318577028945,0.00293031
395,1000.0,2.0,0.2286,61.831318577028945,0.00293031
396,1000.0,2.0,0.2286,61.831318577028945,0.00293031
397,1000.0,2.0,0.2286,61.831318577028945,0.00293031
398,1000.0,2.0,0.2286,61.831318577028945,0.00293031
399,1000.0,2.0,0.2286,61.831318577028945,0.00293031
400,1000.0,2.0,0.2286,61.831318577028945,0.00293031
401,1000.0,2.0,0.2286,61.831318577028945,0.00293031
402,1000.0,2.0,0.2286,61.831318577028945,0.00293031
403,1000.0,2.0,0.2286,61.831318577028945,0.00293031
404,1000.0,2.0,0.2286,61.831318577028945,0.00293031
405,1000.0,2.0,0.2286,61.831318577028945,0.00293031
406,1000.0,2.0,0.2286,61.831318577028945,0.00293031
407,1000.0,2.0,0.2286,61.831318577028945,0.00293031
408,1000.0,2.0,0.2286,61.831318577028945,0.00293031
409,1000.0,2.0,0.2286,61.831318577028945,0.00293031
410,1000.0,2.0,0.2286,61.831318577028945,0.00293031
411,1000.0,2.0,0.2286,61.831318577028945,0.00293031
412,1000.0,2.0,0.2286,61.831318577028945,0.00293031
413,1000.0,2.0,0.2286,61.831318577028945,0.00293031
414,1000.0,2.0,0.2286,61.831318577028945,0.00293031
415,1000.0,2.0,0.2286,61.831318577028945,0.00293031
416,1000.0,2.0,0.2286,61.831318577028945,0.00293031
417,1000.0,2.0,0.2286,61.831318577028945,0.00293031
418,1000.0,2.0,0.2286,61.831318577028945,0.00293031
419,1000.0,2.0,0.2286,61.831318577028945,0.00293031
420,1000.0,2.0,0.2286,61.831318577028945,0.00293031
421,1000.0,2.0,0.2286,61.831318577028945,0.00293031
422,1000.0,2.0,0.2286,61.831318577028945,0.00293031
423,1000.0,2.0,0.2286,61.831318577028945,0.00293031
424,1000.0,2.0,0.2286,61.831318577028945,0.00293031
425,1000.0,2.0,0.2286,61.831318577028945,0.00293031
426,1000.0,2.0,0.2286,61.831318577028945,0.00293031
427,1000.0,2.0,0.2286,61.831318577028945,0.00293031
428,1000.0,2.0,0.2286,61.831318577028945,0.00293031
429,1000.0,2.0,0.2286,61.831318577028945,0.00293031
430,1000.0,2.0,0.2286,61.831318577028945,0.00293031
431,1000.0,2.0,0.2286,61.831318577028945,0.00293031
432,1000.0,2.0,0.2286,61.831318577028945,0.00293031
433,1000.0,2.0,0.2286,61.831318577028945,0.00293031
434,1000.0,2.0,0.2286,61.831318577028945,0.00293031
435,1000.0,2.0,0.2286,61.831318577028945,0.00293031
436,1000.0,2.0,0.2286,61.831318577028945,0.00293031
437,1000.0,2.0,0.2286,61.831318577028945,0.00293031
438,1000.0,2.0,0.2286,61.831318577028945,0.00293031
439,1000.0,2.0,0.2286,61.831318577028945,0.00293031
440,1000.0,2.0,0.2286,61.831318577028945,0.00293031
441,1000.0,2.0,0.2286,61.831318577028945,0.00293031
442,1000.0,2.0,0.2286,61.831318577028945,0.00293031
443,1000.0,2.0,0.2286,61.831318577028945,0.00293031
444,1000.0,2.0,0.2286,61.831318577028945,0.00293031
445,1000.0,2.0,0.2286,61.831318577028945,0.00293031
446,1000.0,2.0,0.2286,61.831318577028945,0.00293031
447,1000.0,2.0,0.2286,61.831318577028945,0.00293031
448,1000.0,2.0,0.2286,61.831318577028945,0.00293031
449,1000.0,2.0,0.2286,61.831318577028945,0.00293031
450,1000.0,2.0,0.2286,61.831318577028945,0.00293031
451,1000.0,2.0,0.2286,61.831318577028945,0.00293031
452,1000.0,2.0,0.2286,61.831318577028945,0.00293031
453,1000.0,2.0,0.2286,61.831318577028945,0.00293031
454,1000.0,2.0,0.2286,61.831318577028945,0.00293031
455,1000.0,2.0,0.2286,61.831318577028945,0.00293031
456,1000.0,2.0,0.2286,61.831318577028945,0.00293031
457,1000.0,2.0,0.2286,61.831318577028945,0.00293031
458,1000.0,2.0,0.2286,61.831318577028945,0.00293031
459,1000.0,2.0,0.2286,61.831318577028945,0.00293031
460,1000.0,2.0,0.2286,61.831318577028945,0.00293031
461,1000.0,2.0,0.2286,61.831318577028945,0.00293031
462,1000.0,2.0,0.2286,61.831318577028945,0.00293031
