,Symboling,Losses,Fuel_type,Aspiration,Number_of_doors,Drive_wheels,Wheel_base,Length,Width,Height,Curb-Weight,Engine_type,Num_of_Cylinders,Engine_size,Fuel_system,Bore,Stroke,Compression_ratio,Horse_power(Prediction),Peak_rpm,City_mpg,Highway_mpg
19,1.0000000000000002,122.0,1.0,0.0,1.0,2.0,98.4,175.7,72.3,50.5,3366.0,1.0,0.0,203.0,5.0,3.584469291838925,3.11,10.0,288.0,5750.0,17.0,28.0
20,-1.0,95.0,0.0,1.0,0.0,2.0,109.1,188.8,68.9,55.5,3217.0,3.0,3.0,145.0,3.0,2.7981018584895136,3.4,23.0,106.0,4800.0,26.0,27.0
21,2.9999999999999996,256.0,1.0,0.0,1.0,1.0,94.5,165.7,64.0,51.4,2221.0,3.0,2.0,109.0,5.0,3.0209819330439354,3.4,8.5,90.0,5500.000000000001,24.0,29.0
22,1.0000000000000002,168.0,1.0,0.0,1.0,2.0,94.5,168.7,64.0,52.599999999999994,2169.0,3.0,2.0,98.0,1.0,3.935503397185108,3.03,9.0,70.0,4800.0,29.0,34.0
23,0.0,110.0,1.0,0.0,0.0,1.0,96.5,163.4,64.0,54.49999999999999,2010.0,3.0,2.0,92.0,0.0,2.5582802357724583,3.41,9.2,76.0,6000.0,30.0,34.0
24,2.0,134.0,1.0,0.0,1.0,2.0,98.4,176.2,65.6,52.0,2678.9999999999995,3.0,2.0,146.0,5.0,2.671669666114156,3.5,9.3,116.0,4800.0,24.0,30.0
25,-1.0,65.0,1.0,0.0,0.0,1.0,102.4,175.6,66.5,54.89999999999999,2326.0,3.0,2.0,122.0,5.0,3.8747531933171033,3.54,8.7,92.0,4200.0,29.0,34.0
26,2.9999999999999996,150.0,1.0,0.0,1.0,2.0,95.3,169.0,65.7,49.599999999999994,2500.0,6.0,6.0,80.0,5.0,3.4171774174902145,3.255422885572139,9.4,135.0,6000.0,16.0,23.0
27,0.0,161.00000000000003,0.0,1.0,0.0,2.0,107.9,186.7,68.4,56.699999999999996,3197.0,2.0,2.0,152.0,3.0,3.874762888349821,3.52,21.0,95.0,4150.0,28.0,33.0
28,-1.0,74.0,1.0,1.0,0.0,2.0,104.3,188.8,67.2,57.49999999999999,3157.0,3.0,2.0,130.0,5.0,3.7821898332561092,3.15,7.5,162.0,5100.0,17.0,22.0
29,2.0,94.0,1.0,0.0,0.0,1.0,97.3,171.7,65.5,55.7,2300.0,3.0,2.0,109.0,5.0,3.8889511218945256,3.4,10.0,100.0,5500.000000000001,26.0,32.0
30,0.0,161.00000000000003,1.0,0.0,0.0,2.0,107.9,186.7,68.4,56.699999999999996,3075.0,2.0,2.0,120.0,5.0,3.9396224031764953,2.19,8.4,95.0,5000.0,19.0,23.999999999999996
31,-1.0,74.0,1.0,0.0,0.0,1.0,103.3,174.6,64.6,59.79999999999999,2535.0,3.0,2.0,122.0,1.0,3.889439003719257,3.46,8.5,88.0,5000.0,24.0,30.0
32,1.0000000000000002,101.0,1.0,0.0,1.0,1.0,93.7,150.0,64.0,52.599999999999994,1837.0,3.0,2.0,79.0,0.0,2.574040726442796,3.07,10.1,60.0,5500.000000000001,38.0,42.0
33,2.9999999999999996,150.0,1.0,0.0,1.0,2.0,95.3,169.0,65.7,49.599999999999994,2380.0,6.0,6.0,70.0,2.0,3.7523975986651488,3.255422885572139,9.4,101.0,6000.0,17.0,23.0
34,2.9999999999999996,122.0,1.0,0.0,1.0,2.0,89.5,168.9,65.0,51.6,2800.0,4.0,3.0,194.0,5.0,3.8525904090547467,2.9,9.5,207.0,5900.0,17.0,25.0
35,0.0,115.0,1.0,0.0,0.0,1.0,98.8,177.8,66.5,55.5,2410.0,3.0,2.0,122.0,1.0,3.705558483575446,3.39,8.6,84.0,4800.0,26.0,32.0
36,0.0,93.0,0.0,1.0,1.0,2.0,106.7,187.5,70.3,54.89999999999999,3495.0,3.0,1.0,183.0,3.0,3.8919787951926774,3.64,21.5,122.99999999999999,4350.0,22.0,25.0
37,1.0000000000000002,122.0,1.0,1.0,1.0,2.0,102.7,178.4,68.0,54.8,2910.0,3.0,2.0,140.0,5.0,2.805624144332816,3.12,8.0,175.0,5000.0,19.0,23.999999999999996
38,1.0000000000000002,168.0,1.0,0.0,1.0,2.0,94.5,168.7,64.0,52.599999999999994,2265.0,0.0,2.0,98.0,5.0,2.9612358079379884,3.08,9.4,111.99999999999999,6599.999999999999,26.0,29.0
39,0.0,122.0,0.0,1.0,0.0,2.0,114.2,198.9,68.4,58.7,3430.0,2.0,2.0,152.0,3.0,3.8450630574883666,3.52,21.0,95.0,4150.0,25.0,25.0
40,-1.0,95.0,1.0,1.0,0.0,2.0,109.1,188.8,68.9,55.5,3062.0,3.0,2.0,141.0,5.0,2.6931145543833903,3.15,9.5,113.99999999999999,5400.0,19.0,25.0
41,0.0,122.0,0.0,0.0,0.0,2.0,104.9,175.0,66.1,54.4,2700.0,3.0,2.0,134.0,3.0,2.5578501923898243,3.64,22.0,72.0,4200.0,31.0,39.0
42,1.0000000000000002,122.0,1.0,0.0,0.0,2.0,103.5,189.0,66.9,55.7,3055.0,3.0,3.0,164.0,5.0,3.133964904254554,3.19,9.0,120.99999999999999,4250.0,20.0,25.0
43,2.9999999999999996,122.0,1.0,1.0,1.0,1.0,95.9,173.2,66.3,50.2,2921.0,3.0,2.0,156.0,6.0,3.9124021269356777,3.86,7.0,145.0,5000.0,19.0,23.999999999999996
44,1.0000000000000002,154.0,1.0,0.0,0.0,1.0,93.7,157.3,63.8,50.6,1967.0,3.0,2.0,90.0,1.0,2.67809828199659,3.23,9.4,68.0,5500.000000000001,31.0,38.0
45,2.0,134.0,1.0,0.0,1.0,2.0,98.4,176.2,65.6,52.0,2714.0,3.0,2.0,146.0,5.0,2.7509679310241415,3.5,9.3,116.0,4800.0,24.0,30.0
46,2.0,94.0,1.0,0.0,0.0,1.0,97.3,171.7,65.5,55.7,2275.0,3.0,2.0,109.0,5.0,2.5819510867121127,3.4,9.0,85.0,5250.0,27.0,34.0
47,2.0,104.0,1.0,0.0,0.0,1.0,99.1,186.6,66.5,56.1,2758.0,3.0,2.0,121.0,5.0,2.833214453184817,3.07,9.3,110.0,5250.0,21.0,28.0
48,1.0000000000000002,168.0,1.0,0.0,1.0,2.0,94.5,168.7,64.0,52.599999999999994,2300.0,0.0,2.0,98.0,5.0,3.0252810974327633,3.08,9.4,111.99999999999999,6599.999999999999,26.0,29.0
49,0.0,85.0,1.0,0.0,0.0,1.0,96.5,175.4,62.49999999999999,54.099999999999994,2372.0,3.0,2.0,110.0,0.0,3.938332708387482,3.58,9.0,86.0,5800.0,27.0,33.0
50,2.0,161.00000000000003,1.0,0.0,1.0,1.0,93.7,157.3,64.4,50.79999999999999,1918.0,3.0,2.0,92.0,1.0,2.6137287969385476,3.23,9.4,68.0,5500.000000000001,37.0,41.0
51,2.9999999999999996,150.0,1.0,1.0,1.0,1.0,99.1,186.6,66.5,56.1,2808.0,0.0,2.0,121.0,5.0,3.016717525205182,3.07,9.0,160.0,5500.000000000001,19.0,26.0
52,1.0000000000000002,128.0,1.0,0.0,1.0,1.0,94.5,165.3,63.8,54.49999999999999,1889.0,3.0,2.0,97.0,1.0,2.6192319026819684,3.29,9.4,69.0,5200.0,31.0,37.0
53,2.0,134.0,1.0,0.0,1.0,2.0,98.4,176.2,65.6,52.0,2540.0,3.0,2.0,146.0,5.0,2.54,3.5,9.3,116.0,4800.0,24.0,30.0
54,1.0000000000000002,103.0,1.0,0.0,0.0,1.0,94.5,170.2,63.8,53.5,2024.0,3.0,2.0,97.0,1.0,3.4124367644432048,3.29,9.4,69.0,5200.0,31.0,37.0
55,0.0,122.0,1.0,0.0,0.0,1.0,100.4,183.1,66.9,55.1,2563.0,3.0,2.0,109.0,5.0,2.9897824195411027,3.4,9.0,88.0,5500.000000000001,25.0,31.0
56,2.0,192.00000000000003,1.0,0.0,1.0,2.0,101.2,176.8,64.8,54.3,2395.0,3.0,2.0,108.0,5.0,3.4696780654053883,2.8,8.8,101.0,5800.0,23.0,29.0
57,0.0,161.00000000000003,1.0,0.0,0.0,2.0,107.9,186.7,68.4,56.699999999999996,3075.0,2.0,2.0,120.0,5.0,3.4813785128244414,3.19,8.4,97.0,5000.0,19.0,23.999999999999996
58,1.0000000000000002,87.0,1.0,0.0,1.0,1.0,95.7,158.7,63.6,54.49999999999999,1985.0,3.0,2.0,92.0,1.0,2.5851335479004764,3.03,9.0,62.00000000000001,4800.0,35.0,39.0
59,0.0,91.0,1.0,0.0,0.0,1.0,95.7,166.3,64.4,52.99999999999999,2081.0,3.0,2.0,98.0,1.0,2.540001485439894,3.03,9.0,70.0,4800.0,30.0,37.0
60,2.9999999999999996,122.0,1.0,0.0,1.0,1.0,94.5,159.3,64.2,55.599999999999994,2254.0,3.0,2.0,109.0,5.0,3.7028945488586227,3.4,8.5,90.0,5500.000000000001,24.0,29.0
61,2.9999999999999996,122.0,1.0,0.0,1.0,2.0,88.6,168.8,64.1,48.8,2548.0,0.0,2.0,130.0,5.0,3.4150822520236686,2.68,9.0,110.99999999999999,5000.0,21.0,27.0
62,1.0000000000000002,122.0,1.0,0.0,0.0,1.0,105.8,192.7,71.4,55.7,2954.0,3.0,1.0,136.0,5.0,2.7615339514928063,3.4,8.5,110.0,5500.000000000001,19.0,25.0
63,1.0000000000000002,230.99999999999997,1.0,0.0,1.0,2.0,99.2,178.5,67.9,49.7,3139.0,5.0,3.0,181.0,5.0,2.5524398928165013,3.27,9.0,160.0,5200.0,19.0,25.0
64,1.0000000000000002,117.99999999999999,1.0,0.0,1.0,1.0,93.7,157.3,63.8,50.79999999999999,1876.0,3.0,2.0,90.0,1.0,2.655610102875083,3.23,9.41,68.0,5500.000000000001,37.0,41.0
65,2.0,161.00000000000003,1.0,0.0,1.0,1.0,93.7,157.3,64.4,50.79999999999999,2004.0,3.0,2.0,92.0,1.0,2.6107202478478033,3.23,9.4,68.0,5500.000000000001,31.0,38.0
66,-1.0,110.0,1.0,0.0,0.0,1.0,103.3,174.6,64.6,59.79999999999999,2535.0,3.0,2.0,122.0,1.0,3.852556072049809,3.46,8.5,88.0,5000.0,24.0,30.0
67,2.9999999999999996,142.0,1.0,0.0,1.0,2.0,96.6,180.3,70.5,50.79999999999999,3685.0,5.0,0.0,234.0,5.0,2.896866747668975,3.1,8.3,155.0,4750.0,16.0,18.0
68,1.0000000000000002,125.00000000000001,1.0,1.0,0.0,1.0,96.3,172.4,65.4,51.6,2403.0,3.0,2.0,110.0,6.0,2.610699393010527,3.46,7.5,116.0,5500.000000000001,23.0,30.0
69,0.0,122.0,0.0,1.0,0.0,2.0,114.2,198.9,68.4,58.7,3485.0,2.0,2.0,152.0,3.0,3.713942447511259,3.52,21.0,95.0,4150.0,25.0,25.0
70,-2.0,103.0,1.0,0.0,0.0,2.0,104.3,188.8,67.2,56.2,2935.0,3.0,2.0,141.0,5.0,2.7083220915724064,3.15,9.5,113.99999999999999,5400.0,24.0,28.0
71,-1.0,65.0,0.0,1.0,0.0,1.0,102.4,175.6,66.5,54.89999999999999,2480.0,3.0,2.0,110.0,3.0,3.256213662617743,3.35,22.5,73.0,4500.0,30.0,33.0
72,-1.0,122.0,1.0,0.0,0.0,2.0,104.5,187.8,66.5,54.099999999999994,3151.0,0.0,3.0,161.0,5.0,2.7054481804893156,3.35,9.2,156.0,5200.0,19.0,23.999999999999996
73,-1.0,95.0,1.0,1.0,0.0,2.0,109.1,188.8,68.8,55.5,3049.0,3.0,2.0,141.0,5.0,3.936501068808455,3.15,8.7,160.0,5300.0,19.0,25.0
74,-2.0,103.0,1.0,1.0,0.0,2.0,104.3,188.8,67.2,56.2,3045.0,3.0,2.0,130.0,5.0,3.659784607120555,3.15,7.5,162.0,5100.0,17.0,22.0
75,1.0000000000000002,129.0,1.0,0.0,1.0,1.0,98.8,177.8,66.5,53.699999999999996,2385.0,3.0,2.0,122.0,1.0,3.371863351493358,3.39,8.6,84.0,4800.0,26.0,32.0
76,2.9999999999999996,197.00000000000003,1.0,0.0,1.0,2.0,102.9,183.5,67.7,52.0,3016.0,0.0,3.0,171.0,5.0,2.9089559007023866,3.35,9.3,161.0,5200.0,19.0,23.999999999999996
77,1.0000000000000002,113.0,1.0,0.0,0.0,1.0,93.1,166.8,64.2,54.099999999999994,1945.0,3.0,2.0,91.0,1.0,2.798451351556984,3.15,9.0,68.0,5000.0,31.0,38.0
78,0.0,91.0,1.0,0.0,0.0,1.0,95.7,166.3,64.4,52.8,2122.0,3.0,2.0,98.0,1.0,3.8741055594431804,3.03,9.0,70.0,4800.0,28.0,34.0
79,1.0000000000000002,128.0,1.0,0.0,1.0,1.0,94.5,165.3,63.8,54.49999999999999,1951.0,3.0,2.0,97.0,1.0,2.55065449295452,3.29,9.4,69.0,5200.0,31.0,37.0
80,1.0000000000000002,122.0,1.0,0.0,1.0,2.0,94.5,171.2,65.5,52.4,2823.0,5.0,3.0,152.0,5.0,2.8783747441867953,3.47,9.0,154.0,5000.0,19.0,26.0
81,0.0,102.0,1.0,1.0,0.0,0.0,97.0,172.0,65.4,54.3,2510.0,4.0,2.0,108.0,5.0,2.559362061213632,2.64,7.7,110.99999999999999,4800.0,24.0,29.0
82,0.0,85.0,1.0,1.0,0.0,0.0,96.9,173.6,65.4,54.89999999999999,2650.0,4.0,2.0,108.0,5.0,3.0584133343632156,2.64,7.7,110.99999999999999,4800.0,23.0,23.0
83,1.0000000000000002,161.00000000000003,1.0,1.0,1.0,1.0,93.0,157.3,63.8,50.79999999999999,2145.0,3.0,2.0,98.0,6.0,2.6089158757106463,3.39,7.6,102.0,5500.000000000001,24.0,30.0
84,0.0,161.00000000000003,0.0,1.0,0.0,2.0,107.9,186.7,68.4,56.699999999999996,3252.0,2.0,2.0,152.0,3.0,3.5867018344573847,3.52,21.0,95.0,4150.0,28.0,33.0
85,1.0000000000000002,148.0,1.0,0.0,0.0,1.0,93.7,157.3,63.8,50.6,1989.0,3.0,2.0,90.0,1.0,3.29421432988919,3.23,9.4,68.0,5500.000000000001,31.0,38.0
86,0.0,188.00000000000006,1.0,0.0,1.0,2.0,101.2,176.8,64.8,54.3,2710.0,3.0,3.0,164.0,5.0,3.517205417126977,3.19,9.0,120.99999999999999,4250.0,21.0,28.0
87,0.0,85.0,1.0,0.0,0.0,0.0,96.9,173.6,65.4,54.89999999999999,2420.0,4.0,2.0,108.0,1.0,2.583963622709124,2.64,9.0,82.0,4800.0,23.0,29.0
88,0.0,122.0,1.0,0.0,0.0,2.0,114.2,198.9,68.4,58.7,3230.0000000000005,2.0,2.0,120.0,5.0,3.9400000000000004,3.19,8.4,97.0,5000.0,19.0,23.999999999999996
89,2.0,137.0,1.0,0.0,1.0,1.0,86.6,144.6,63.9,50.79999999999999,1819.0,3.0,2.0,92.0,0.0,3.5814617243202616,3.41,9.2,76.0,6000.0,31.0,38.0
90,2.9999999999999996,122.0,1.0,1.0,1.0,2.0,95.9,173.2,66.3,50.2,2818.0,3.0,2.0,156.0,6.0,2.888476782142264,3.86,7.0,145.0,5000.0,19.0,23.999999999999996
91,0.0,122.0,1.0,0.0,0.0,1.0,94.5,155.9,63.6,52.0,1909.0,3.0,2.0,90.0,1.0,3.474499822726345,3.11,9.6,70.0,5400.0,38.0,43.0
92,0.0,122.0,1.0,0.0,0.0,2.0,114.2,198.9,68.4,56.699999999999996,3285.0,2.0,2.0,120.0,5.0,3.9394748474858794,2.19,8.4,95.0,5000.0,19.0,23.999999999999996
93,1.0000000000000002,158.0,1.0,0.0,0.0,1.0,105.8,192.7,71.4,55.7,2843.9999999999995,3.0,1.0,136.0,5.0,3.2551811890837525,3.4,8.5,110.0,5500.000000000001,19.0,25.0
94,-1.0,90.0,1.0,0.0,0.0,2.0,104.5,187.8,66.5,54.099999999999994,3131.0,0.0,3.0,171.0,5.0,2.5509332763952637,3.35,9.2,156.0,5200.0,20.0,23.999999999999996
95,2.9999999999999996,194.0,1.0,1.0,1.0,2.0,91.3,170.7,67.9,49.7,3139.0,5.0,3.0,181.0,5.0,3.4189825624506427,3.27,7.8,200.0,5200.0,17.0,23.0
96,0.0,115.0,1.0,0.0,0.0,1.0,98.8,177.8,66.5,55.5,2425.0,3.0,2.0,122.0,1.0,2.9280581206881684,3.39,8.6,84.0,4800.0,26.0,32.0
97,1.0000000000000002,119.0,1.0,0.0,1.0,1.0,93.7,157.3,63.8,50.79999999999999,1918.0,3.0,2.0,90.0,1.0,2.566428262166006,3.23,9.4,68.0,5500.000000000001,37.0,41.0
98,0.0,122.0,1.0,0.0,0.0,1.0,96.1,181.5,66.5,55.199999999999996,2579.0,3.0,2.0,132.0,5.0,3.919066826774709,3.9,8.7,104.0,5125.369458128078,23.0,31.0
99,-1.0,93.0,0.0,1.0,0.0,2.0,115.6,202.6,71.7,56.3,3770.0000000000005,3.0,1.0,183.0,3.0,3.200102007282782,3.64,21.5,122.99999999999999,4350.0,22.0,25.0
100,2.9999999999999996,122.0,1.0,1.0,1.0,1.0,95.9,173.2,66.3,50.2,2926.0,3.0,2.0,156.0,6.0,3.916370382638375,3.86,7.0,145.0,5000.0,19.0,23.999999999999996
101,1.0000000000000002,122.0,1.0,0.0,0.0,1.0,94.5,165.3,63.8,54.49999999999999,1971.0,3.0,2.0,97.0,1.0,2.7484076215930453,3.29,9.4,69.0,5200.0,31.0,37.0
102,2.0,83.0,1.0,0.0,1.0,1.0,93.7,156.9,63.4,53.699999999999996,2050.0,4.0,2.0,97.0,1.0,2.5478392746397382,2.36,9.0,69.0,4900.0,31.0,36.0
103,1.0000000000000002,87.0,1.0,0.0,1.0,1.0,95.7,158.7,63.6,54.49999999999999,2040.0,3.0,2.0,92.0,1.0,2.5837267100506605,3.03,9.0,62.00000000000001,4800.0,31.0,38.0
104,0.0,122.0,1.0,0.0,0.0,2.0,110.0,197.0,70.9,56.3,3505.0,3.0,3.0,209.0,5.0,2.8372824111283275,3.39,8.0,182.0,5400.0,15.0,20.0
105,0.0,161.00000000000003,0.0,1.0,0.0,2.0,107.9,186.7,68.4,56.699999999999996,3252.0,2.0,2.0,152.0,3.0,3.9239878715175287,3.52,21.0,95.0,4150.0,28.0,33.0
106,2.9999999999999996,122.0,1.0,0.0,1.0,2.0,89.5,168.9,65.0,51.6,2756.0,4.0,3.0,194.0,5.0,3.0201502009888346,2.9,9.5,207.0,5900.0,17.0,25.0
107,0.0,91.0,1.0,0.0,0.0,1.0,95.7,166.3,64.4,52.8,2109.0,3.0,2.0,98.0,1.0,2.719866358130343,3.03,9.0,70.0,4800.0,30.0,37.0
108,2.9999999999999996,150.0,1.0,0.0,1.0,1.0,99.1,186.6,66.5,56.1,2706.9999999999995,3.0,2.0,121.0,5.0,2.626266577296462,2.07,9.3,110.0,5250.0,21.0,28.0
109,-1.0,137.0,1.0,0.0,0.0,1.0,96.3,172.4,65.4,51.6,2403.0,3.0,2.0,110.0,6.0,2.613427625621731,3.46,7.5,116.0,5500.000000000001,23.0,30.0
110,0.0,108.0,1.0,0.0,0.0,1.0,100.4,184.6,66.5,55.1,3060.0,5.0,3.0,181.0,5.0,3.9273194547583175,3.27,9.0,152.0,5200.0,19.0,25.0
111,1.0000000000000002,117.99999999999999,1.0,0.0,1.0,1.0,93.7,157.3,63.8,50.79999999999999,1876.0,3.0,2.0,90.0,1.0,2.760668851569776,3.23,9.4,68.0,5500.000000000001,31.0,38.0
112,2.0,161.00000000000003,1.0,0.0,1.0,1.0,93.7,157.3,64.4,50.79999999999999,1944.0,3.0,2.0,92.0,1.0,2.6510461519783854,3.23,9.4,68.0,5500.000000000001,31.0,38.0
113,0.0,122.0,1.0,0.0,0.0,2.0,94.3,170.7,61.8,53.5,2337.0,3.0,2.0,111.0,1.0,2.5530173061828365,3.23,8.5,78.0,4800.0,24.0,29.0
114,2.0,104.0,1.0,1.0,0.0,1.0,99.1,186.6,66.5,56.1,2847.0,0.0,2.0,121.0,5.0,2.540523473050644,3.07,9.0,160.0,5500.000000000001,19.0,26.0
115,1.0000000000000002,122.0,1.0,0.0,0.0,1.0,94.5,165.3,63.8,54.49999999999999,1938.0,3.0,2.0,97.0,1.0,2.5806415561380263,3.29,9.4,69.0,5200.0,31.0,37.0
116,1.0000000000000002,125.00000000000001,1.0,0.0,0.0,1.0,96.3,172.4,65.4,51.6,2365.0,3.0,2.0,122.0,1.0,2.555007480120146,3.46,8.5,88.0,5000.0,25.0,32.0
117,1.0000000000000002,119.0,1.0,1.0,1.0,1.0,93.7,157.3,63.8,50.79999999999999,2128.0,3.0,2.0,98.0,6.0,2.9011511804660874,3.39,7.6,102.0,5500.000000000001,24.0,30.0
118,2.0,122.0,1.0,0.0,1.0,1.0,97.3,171.7,65.5,55.7,2209.0,3.0,2.0,109.0,5.0,2.5573672847584317,3.4,9.0,85.0,5250.0,27.0,34.0
119,1.0000000000000002,128.0,0.0,0.0,1.0,1.0,94.5,165.3,63.8,54.49999999999999,2017.0,3.0,2.0,103.0,3.0,2.6597028617515552,3.47,21.9,55.0,4800.0,45.0,50.0
120,2.9999999999999996,122.0,1.0,0.0,1.0,2.0,89.5,168.9,65.0,51.6,2756.0,4.0,3.0,194.0,5.0,3.4133471669419775,2.9,9.5,207.0,5900.0,17.0,25.0
121,-1.0,122.0,1.0,0.0,0.0,2.0,115.6,202.6,71.7,56.5,3740.0,5.0,0.0,234.0,5.0,3.831659684576916,3.1,8.3,155.0,4750.0,16.0,18.0
122,-1.0,65.0,1.0,0.0,0.0,1.0,102.4,175.6,66.5,54.89999999999999,2414.0,3.0,2.0,122.0,5.0,3.02586641405272,3.54,8.7,92.0,4200.0,27.0,32.0
123,2.9999999999999996,186.0,1.0,0.0,1.0,2.0,94.5,168.9,68.3,50.2,2778.0,3.0,2.0,151.0,5.0,3.9299014161797845,3.11,9.5,143.0,5500.000000000001,19.0,27.0
124,1.0000000000000002,154.0,1.0,0.0,0.0,1.0,93.7,167.3,63.8,50.79999999999999,1989.0,3.0,2.0,90.0,1.0,2.720091489812516,3.23,9.4,68.0,5500.000000000001,31.0,38.0
125,0.0,81.0,1.0,0.0,0.0,0.0,95.7,169.7,63.6,59.1,2290.0000000000005,3.0,2.0,92.0,1.0,2.776486104397933,3.03,9.0,62.00000000000001,4800.0,27.0,32.0
126,0.0,161.00000000000003,1.0,1.0,0.0,2.0,108.0,186.7,68.3,55.99999999999999,3130.0,2.0,2.0,134.0,5.0,3.9141715056016957,3.21,7.0,142.0,5599.999999999999,18.0,23.999999999999996
127,-1.0,74.0,1.0,0.0,0.0,2.0,104.3,188.8,67.2,57.49999999999999,3042.0,3.0,2.0,141.0,5.0,2.993851192508702,3.15,9.5,113.99999999999999,5400.0,24.0,28.0
128,2.0,122.0,1.0,0.0,1.0,1.0,96.1,176.8,66.6,50.5,2460.0,3.0,2.0,132.0,5.0,3.1234711069631764,3.9,8.7,104.0,5125.369458128078,23.0,31.0
129,0.0,106.0,1.0,0.0,1.0,1.0,96.5,167.5,65.2,53.3,2236.0,3.0,2.0,110.0,0.0,3.9290737235815176,3.58,9.0,86.0,5800.0,27.0,33.0
130,2.0,134.0,1.0,0.0,1.0,2.0,98.4,176.2,65.6,52.99999999999999,2975.0,3.0,2.0,146.0,5.0,3.9093785764638347,3.5,9.3,116.0,4800.0,24.0,30.0
131,0.0,91.0,1.0,0.0,0.0,0.0,95.7,169.7,63.6,59.1,3110.0,3.0,2.0,92.0,1.0,3.425892910984516,3.03,9.0,62.00000000000001,4800.0,27.0,32.0
