,Symboling,Losses,Fuel_type,Aspiration,Number_of_doors,Drive_wheels,Wheel_base,Length,Width,Height,Curb-Weight,Engine_type,Num_of_Cylinders,Engine_size,Fuel_system,Bore,Stroke,Compression_ratio,Horse_power(Prediction),Peak_rpm,City_mpg,Highway_mpg
22,1.0000000000000002,168.0,1.0,0.0,1.0,2.0,94.5,168.7,64.0,52.599999999999994,2169.0,3.0,2.0,98.0,1.0,3.029414350116862,3.03,9.0,70.0,4800.0,29.0,34.0
23,0.0,110.0,1.0,0.0,0.0,1.0,96.5,163.4,64.0,54.49999999999999,2010.0,3.0,2.0,92.0,0.0,3.004165594759774,3.41,9.2,76.0,6000.0,30.0,34.0
24,2.0,134.0,1.0,0.0,1.0,2.0,98.4,176.2,65.6,52.0,2678.9999999999995,3.0,2.0,146.0,5.0,3.7785182484963205,3.5,9.3,116.0,4800.0,24.0,30.0
25,-1.0,65.0,1.0,0.0,0.0,1.0,102.4,175.6,66.5,54.89999999999999,2326.0,3.0,2.0,122.0,5.0,3.195426581402464,3.54,8.7,92.0,4200.0,29.0,34.0
26,2.9999999999999996,150.0,1.0,0.0,1.0,2.0,95.3,169.0,65.7,49.599999999999994,2500.0,6.0,6.0,80.0,5.0,3.1158796198092786,3.255422885572139,9.4,135.0,6000.0,16.0,23.0
27,0.0,161.00000000000003,0.0,1.0,0.0,2.0,107.9,186.7,68.4,56.699999999999996,3197.0,2.0,2.0,152.0,3.0,3.874765029348344,3.52,21.0,95.0,4150.0,28.0,33.0
28,-1.0,74.0,1.0,1.0,0.0,2.0,104.3,188.8,67.2,57.49999999999999,3157.0,3.0,2.0,130.0,5.0,3.7821904422296164,3.15,7.5,162.0,5100.0,17.0,22.0
29,2.0,94.0,1.0,0.0,0.0,1.0,97.3,171.7,65.5,55.7,2300.0,3.0,2.0,109.0,5.0,2.9958533777165246,3.4,10.0,100.0,5500.000000000001,26.0,32.0
30,0.0,161.00000000000003,1.0,0.0,0.0,2.0,107.9,186.7,68.4,56.699999999999996,3075.0,2.0,2.0,120.0,5.0,3.5573498429616057,2.19,8.4,95.0,5000.0,19.0,23.999999999999996
31,-1.0,74.0,1.0,0.0,0.0,1.0,103.3,174.6,64.6,59.79999999999999,2535.0,3.0,2.0,122.0,1.0,3.673083487766898,3.46,8.5,88.0,5000.0,24.0,30.0
32,1.0000000000000002,101.0,1.0,0.0,1.0,1.0,93.7,150.0,64.0,52.599999999999994,1837.0,3.0,2.0,79.0,0.0,3.6596754159429996,3.07,10.1,60.0,5500.000000000001,38.0,42.0
33,2.9999999999999996,150.0,1.0,0.0,1.0,2.0,95.3,169.0,65.7,49.599999999999994,2380.0,6.0,6.0,70.0,2.0,3.752396337595287,3.255422885572139,9.4,101.0,6000.0,17.0,23.0
34,2.9999999999999996,122.0,1.0,0.0,1.0,2.0,89.5,168.9,65.0,51.6,2800.0,4.0,3.0,194.0,5.0,2.5745324888083982,2.9,9.5,207.0,5900.0,17.0,25.0
35,0.0,115.0,1.0,0.0,0.0,1.0,98.8,177.8,66.5,55.5,2410.0,3.0,2.0,122.0,1.0,3.1180078173243464,3.39,8.6,84.0,4800.0,26.0,32.0
36,0.0,93.0,0.0,1.0,1.0,2.0,106.7,187.5,70.3,54.89999999999999,3495.0,3.0,1.0,183.0,3.0,2.5722116669929616,3.64,21.5,122.99999999999999,4350.0,22.0,25.0
37,1.0000000000000002,122.0,1.0,1.0,1.0,2.0,102.7,178.4,68.0,54.8,2910.0,3.0,2.0,140.0,5.0,3.8742702560598743,3.12,8.0,175.0,5000.0,19.0,23.999999999999996
38,1.0000000000000002,168.0,1.0,0.0,1.0,2.0,94.5,168.7,64.0,52.599999999999994,2265.0,0.0,2.0,98.0,5.0,2.5839900951593013,3.08,9.4,111.99999999999999,6599.999999999999,26.0,29.0
39,0.0,122.0,0.0,1.0,0.0,2.0,114.2,198.9,68.4,58.7,3430.0,2.0,2.0,152.0,3.0,3.8450630574883666,3.52,21.0,95.0,4150.0,25.0,25.0
40,-1.0,95.0,1.0,1.0,0.0,2.0,109.1,188.8,68.9,55.5,3062.0,3.0,2.0,141.0,5.0,2.6286449307696835,3.15,9.5,113.99999999999999,5400.0,19.0,25.0
41,0.0,122.0,0.0,0.0,0.0,2.0,104.9,175.0,66.1,54.4,2700.0,3.0,2.0,134.0,3.0,2.5909719273714957,3.64,22.0,72.0,4200.0,31.0,39.0
42,1.0000000000000002,122.0,1.0,0.0,0.0,2.0,103.5,189.0,66.9,55.7,3055.0,3.0,3.0,164.0,5.0,2.6067185580339243,3.19,9.0,120.99999999999999,4250.0,20.0,25.0
43,2.9999999999999996,122.0,1.0,1.0,1.0,1.0,95.9,173.2,66.3,50.2,2921.0,3.0,2.0,156.0,6.0,3.912402446434813,3.86,7.0,145.0,5000.0,19.0,23.999999999999996
44,1.0000000000000002,154.0,1.0,0.0,0.0,1.0,93.7,157.3,63.8,50.6,1967.0,3.0,2.0,90.0,1.0,2.963055996501979,3.23,9.4,68.0,5500.000000000001,31.0,38.0
45,2.0,134.0,1.0,0.0,1.0,2.0,98.4,176.2,65.6,52.0,2714.0,3.0,2.0,146.0,5.0,3.7730634806976657,3.5,9.3,116.0,4800.0,24.0,30.0
46,2.0,94.0,1.0,0.0,0.0,1.0,97.3,171.7,65.5,55.7,2275.0,3.0,2.0,109.0,5.0,2.9461236442415037,3.4,9.0,85.0,5250.0,27.0,34.0
47,2.0,104.0,1.0,0.0,0.0,1.0,99.1,186.6,66.5,56.1,2758.0,3.0,2.0,121.0,5.0,3.1683368336855273,3.07,9.3,110.0,5250.0,21.0,28.0
48,1.0000000000000002,168.0,1.0,0.0,1.0,2.0,94.5,168.7,64.0,52.599999999999994,2300.0,0.0,2.0,98.0,5.0,2.549224823027507,3.08,9.4,111.99999999999999,6599.999999999999,26.0,29.0
49,0.0,85.0,1.0,0.0,0.0,1.0,96.5,175.4,62.49999999999999,54.099999999999994,2372.0,3.0,2.0,110.0,0.0,2.8344532765821158,3.58,9.0,86.0,5800.0,27.0,33.0
50,2.0,161.00000000000003,1.0,0.0,1.0,1.0,93.7,157.3,64.4,50.79999999999999,1918.0,3.0,2.0,92.0,1.0,3.7774528757609396,3.23,9.4,68.0,5500.000000000001,37.0,41.0
51,2.9999999999999996,150.0,1.0,1.0,1.0,1.0,99.1,186.6,66.5,56.1,2808.0,0.0,2.0,121.0,5.0,2.7041413101360154,3.07,9.0,160.0,5500.000000000001,19.0,26.0
52,1.0000000000000002,128.0,1.0,0.0,1.0,1.0,94.5,165.3,63.8,54.49999999999999,1889.0,3.0,2.0,97.0,1.0,3.7424581768575322,3.29,9.4,69.0,5200.0,31.0,37.0
53,2.0,134.0,1.0,0.0,1.0,2.0,98.4,176.2,65.6,52.0,2540.0,3.0,2.0,146.0,5.0,3.890045369508557,3.5,9.3,116.0,4800.0,24.0,30.0
54,1.0000000000000002,103.0,1.0,0.0,0.0,1.0,94.5,170.2,63.8,53.5,2024.0,3.0,2.0,97.0,1.0,3.027674942249208,3.29,9.4,69.0,5200.0,31.0,37.0
55,0.0,122.0,1.0,0.0,0.0,1.0,100.4,183.1,66.9,55.1,2563.0,3.0,2.0,109.0,5.0,2.610958302770072,3.4,9.0,88.0,5500.000000000001,25.0,31.0
56,2.0,192.00000000000003,1.0,0.0,1.0,2.0,101.2,176.8,64.8,54.3,2395.0,3.0,2.0,108.0,5.0,2.7683780748636027,2.8,8.8,101.0,5800.0,23.0,29.0
57,0.0,161.00000000000003,1.0,0.0,0.0,2.0,107.9,186.7,68.4,56.699999999999996,3075.0,2.0,2.0,120.0,5.0,2.681007446003492,3.19,8.4,97.0,5000.0,19.0,23.999999999999996
58,1.0000000000000002,87.0,1.0,0.0,1.0,1.0,95.7,158.7,63.6,54.49999999999999,1985.0,3.0,2.0,92.0,1.0,3.676802064983399,3.03,9.0,62.00000000000001,4800.0,35.0,39.0
59,0.0,91.0,1.0,0.0,0.0,1.0,95.7,166.3,64.4,52.99999999999999,2081.0,3.0,2.0,98.0,1.0,3.164027308715383,3.03,9.0,70.0,4800.0,30.0,37.0
60,2.9999999999999996,122.0,1.0,0.0,1.0,1.0,94.5,159.3,64.2,55.599999999999994,2254.0,3.0,2.0,109.0,5.0,2.555385618313119,3.4,8.5,90.0,5500.000000000001,24.0,29.0
61,2.9999999999999996,122.0,1.0,0.0,1.0,2.0,88.6,168.8,64.1,48.8,2548.0,0.0,2.0,130.0,5.0,3.9140489897077724,2.68,9.0,110.99999999999999,5000.0,21.0,27.0
62,1.0000000000000002,122.0,1.0,0.0,0.0,1.0,105.8,192.7,71.4,55.7,2954.0,3.0,1.0,136.0,5.0,2.576136726524847,3.4,8.5,110.0,5500.000000000001,19.0,25.0
63,1.0000000000000002,230.99999999999997,1.0,0.0,1.0,2.0,99.2,178.5,67.9,49.7,3139.0,5.0,3.0,181.0,5.0,3.687193591709797,3.27,9.0,160.0,5200.0,19.0,25.0
64,1.0000000000000002,117.99999999999999,1.0,0.0,1.0,1.0,93.7,157.3,63.8,50.79999999999999,1876.0,3.0,2.0,90.0,1.0,3.7671101345589793,3.23,9.41,68.0,5500.000000000001,37.0,41.0
65,2.0,161.00000000000003,1.0,0.0,1.0,1.0,93.7,157.3,64.4,50.79999999999999,2004.0,3.0,2.0,92.0,1.0,3.467551762602299,3.23,9.4,68.0,5500.000000000001,31.0,38.0
66,-1.0,110.0,1.0,0.0,0.0,1.0,103.3,174.6,64.6,59.79999999999999,2535.0,3.0,2.0,122.0,1.0,3.5686196503545444,3.46,8.5,88.0,5000.0,24.0,30.0
67,2.9999999999999996,142.0,1.0,0.0,1.0,2.0,96.6,180.3,70.5,50.79999999999999,3685.0,5.0,0.0,234.0,5.0,2.5747784590091816,3.1,8.3,155.0,4750.0,16.0,18.0
68,1.0000000000000002,125.00000000000001,1.0,1.0,0.0,1.0,96.3,172.4,65.4,51.6,2403.0,3.0,2.0,110.0,6.0,3.2271762488645965,3.46,7.5,116.0,5500.000000000001,23.0,30.0
69,0.0,122.0,0.0,1.0,0.0,2.0,114.2,198.9,68.4,58.7,3485.0,2.0,2.0,152.0,3.0,3.713942447511259,3.52,21.0,95.0,4150.0,25.0,25.0
70,-2.0,103.0,1.0,0.0,0.0,2.0,104.3,188.8,67.2,56.2,2935.0,3.0,2.0,141.0,5.0,2.962180304806241,3.15,9.5,113.99999999999999,5400.0,24.0,28.0
71,-1.0,65.0,0.0,1.0,0.0,1.0,102.4,175.6,66.5,54.89999999999999,2480.0,3.0,2.0,110.0,3.0,3.922585852068563,3.35,22.5,73.0,4500.0,30.0,33.0
72,-1.0,122.0,1.0,0.0,0.0,2.0,104.5,187.8,66.5,54.099999999999994,3151.0,0.0,3.0,161.0,5.0,3.7090224526740805,3.35,9.2,156.0,5200.0,19.0,23.999999999999996
73,-1.0,95.0,1.0,1.0,0.0,2.0,109.1,188.8,68.8,55.5,3049.0,3.0,2.0,141.0,5.0,3.9365007990710184,3.15,8.7,160.0,5300.0,19.0,25.0
74,-2.0,103.0,1.0,1.0,0.0,2.0,104.3,188.8,67.2,56.2,3045.0,3.0,2.0,130.0,5.0,3.8862688271357713,3.15,7.5,162.0,5100.0,17.0,22.0
75,1.0000000000000002,129.0,1.0,0.0,1.0,1.0,98.8,177.8,66.5,53.699999999999996,2385.0,3.0,2.0,122.0,1.0,3.0629800583647273,3.39,8.6,84.0,4800.0,26.0,32.0
76,2.9999999999999996,197.00000000000003,1.0,0.0,1.0,2.0,102.9,183.5,67.7,52.0,3016.0,0.0,3.0,171.0,5.0,3.9011742408557555,3.35,9.3,161.0,5200.0,19.0,23.999999999999996
77,1.0000000000000002,113.0,1.0,0.0,0.0,1.0,93.1,166.8,64.2,54.099999999999994,1945.0,3.0,2.0,91.0,1.0,2.8985360448697275,3.15,9.0,68.0,5000.0,31.0,38.0
78,0.0,91.0,1.0,0.0,0.0,1.0,95.7,166.3,64.4,52.8,2122.0,3.0,2.0,98.0,1.0,2.812938039916263,3.03,9.0,70.0,4800.0,28.0,34.0
79,1.0000000000000002,128.0,1.0,0.0,1.0,1.0,94.5,165.3,63.8,54.49999999999999,1951.0,3.0,2.0,97.0,1.0,2.991024205443063,3.29,9.4,69.0,5200.0,31.0,37.0
80,1.0000000000000002,122.0,1.0,0.0,1.0,2.0,94.5,171.2,65.5,52.4,2823.0,5.0,3.0,152.0,5.0,3.7646242535414416,3.47,9.0,154.0,5000.0,19.0,26.0
81,0.0,102.0,1.0,1.0,0.0,0.0,97.0,172.0,65.4,54.3,2510.0,4.0,2.0,108.0,5.0,2.559365056687481,2.64,7.7,110.99999999999999,4800.0,24.0,29.0
82,0.0,85.0,1.0,1.0,0.0,0.0,96.9,173.6,65.4,54.89999999999999,2650.0,4.0,2.0,108.0,5.0,2.9224134035650517,2.64,7.7,110.99999999999999,4800.0,23.0,23.0
83,1.0000000000000002,161.00000000000003,1.0,1.0,1.0,1.0,93.0,157.3,63.8,50.79999999999999,2145.0,3.0,2.0,98.0,6.0,2.595303457264735,3.39,7.6,102.0,5500.000000000001,24.0,30.0
84,0.0,161.00000000000003,0.0,1.0,0.0,2.0,107.9,186.7,68.4,56.699999999999996,3252.0,2.0,2.0,152.0,3.0,3.0490218550271817,3.52,21.0,95.0,4150.0,28.0,33.0
85,1.0000000000000002,148.0,1.0,0.0,0.0,1.0,93.7,157.3,63.8,50.6,1989.0,3.0,2.0,90.0,1.0,2.5400001791429623,3.23,9.4,68.0,5500.000000000001,31.0,38.0
86,0.0,188.00000000000006,1.0,0.0,1.0,2.0,101.2,176.8,64.8,54.3,2710.0,3.0,3.0,164.0,5.0,2.542307473718461,3.19,9.0,120.99999999999999,4250.0,21.0,28.0
87,0.0,85.0,1.0,0.0,0.0,0.0,96.9,173.6,65.4,54.89999999999999,2420.0,4.0,2.0,108.0,1.0,3.902960820051776,2.64,9.0,82.0,4800.0,23.0,29.0
88,0.0,122.0,1.0,0.0,0.0,2.0,114.2,198.9,68.4,58.7,3230.0000000000005,2.0,2.0,120.0,5.0,3.9400000000000004,3.19,8.4,97.0,5000.0,19.0,23.999999999999996
89,2.0,137.0,1.0,0.0,1.0,1.0,86.6,144.6,63.9,50.79999999999999,1819.0,3.0,2.0,92.0,0.0,2.9319620243733864,3.41,9.2,76.0,6000.0,31.0,38.0
90,2.9999999999999996,122.0,1.0,1.0,1.0,2.0,95.9,173.2,66.3,50.2,2818.0,3.0,2.0,156.0,6.0,3.9301066325481875,3.86,7.0,145.0,5000.0,19.0,23.999999999999996
91,0.0,122.0,1.0,0.0,0.0,1.0,94.5,155.9,63.6,52.0,1909.0,3.0,2.0,90.0,1.0,2.5601230309348844,3.11,9.6,70.0,5400.0,38.0,43.0
92,0.0,122.0,1.0,0.0,0.0,2.0,114.2,198.9,68.4,56.699999999999996,3285.0,2.0,2.0,120.0,5.0,3.9394746667438736,2.19,8.4,95.0,5000.0,19.0,23.999999999999996
93,1.0000000000000002,158.0,1.0,0.0,0.0,1.0,105.8,192.7,71.4,55.7,2843.9999999999995,3.0,1.0,136.0,5.0,2.7026176136964213,3.4,8.5,110.0,5500.000000000001,19.0,25.0
94,-1.0,90.0,1.0,0.0,0.0,2.0,104.5,187.8,66.5,54.099999999999994,3131.0,0.0,3.0,171.0,5.0,3.843554970206047,3.35,9.2,156.0,5200.0,20.0,23.999999999999996
95,2.9999999999999996,194.0,1.0,1.0,1.0,2.0,91.3,170.7,67.9,49.7,3139.0,5.0,3.0,181.0,5.0,3.9043755165492833,3.27,7.8,200.0,5200.0,17.0,23.0
96,0.0,115.0,1.0,0.0,0.0,1.0,98.8,177.8,66.5,55.5,2425.0,3.0,2.0,122.0,1.0,2.5997933017384613,3.39,8.6,84.0,4800.0,26.0,32.0
97,1.0000000000000002,119.0,1.0,0.0,1.0,1.0,93.7,157.3,63.8,50.79999999999999,1918.0,3.0,2.0,90.0,1.0,3.7711790377876007,3.23,9.4,68.0,5500.000000000001,37.0,41.0
98,0.0,122.0,1.0,0.0,0.0,1.0,96.1,181.5,66.5,55.199999999999996,2579.0,3.0,2.0,132.0,5.0,3.919070612655706,3.9,8.7,104.0,5125.369458128078,23.0,31.0
99,-1.0,93.0,0.0,1.0,0.0,2.0,115.6,202.6,71.7,56.3,3770.0000000000005,3.0,1.0,183.0,3.0,2.6766530671421314,3.64,21.5,122.99999999999999,4350.0,22.0,25.0
100,2.9999999999999996,122.0,1.0,1.0,1.0,1.0,95.9,173.2,66.3,50.2,2926.0,3.0,2.0,156.0,6.0,3.916370382638375,3.86,7.0,145.0,5000.0,19.0,23.999999999999996
101,1.0000000000000002,122.0,1.0,0.0,0.0,1.0,94.5,165.3,63.8,54.49999999999999,1971.0,3.0,2.0,97.0,1.0,2.6613071801546324,3.29,9.4,69.0,5200.0,31.0,37.0
102,2.0,83.0,1.0,0.0,1.0,1.0,93.7,156.9,63.4,53.699999999999996,2050.0,4.0,2.0,97.0,1.0,3.8689617068207194,2.36,9.0,69.0,4900.0,31.0,36.0
103,1.0000000000000002,87.0,1.0,0.0,1.0,1.0,95.7,158.7,63.6,54.49999999999999,2040.0,3.0,2.0,92.0,1.0,3.3304749559138798,3.03,9.0,62.00000000000001,4800.0,31.0,38.0
104,0.0,122.0,1.0,0.0,0.0,2.0,110.0,197.0,70.9,56.3,3505.0,3.0,3.0,209.0,5.0,2.617028146516991,3.39,8.0,182.0,5400.0,15.0,20.0
105,0.0,161.00000000000003,0.0,1.0,0.0,2.0,107.9,186.7,68.4,56.699999999999996,3252.0,2.0,2.0,152.0,3.0,3.4213704039145796,3.52,21.0,95.0,4150.0,28.0,33.0
106,2.9999999999999996,122.0,1.0,0.0,1.0,2.0,89.5,168.9,65.0,51.6,2756.0,4.0,3.0,194.0,5.0,2.595225791334587,2.9,9.5,207.0,5900.0,17.0,25.0
107,0.0,91.0,1.0,0.0,0.0,1.0,95.7,166.3,64.4,52.8,2109.0,3.0,2.0,98.0,1.0,3.0806765644847096,3.03,9.0,70.0,4800.0,30.0,37.0
108,2.9999999999999996,150.0,1.0,0.0,1.0,1.0,99.1,186.6,66.5,56.1,2706.9999999999995,3.0,2.0,121.0,5.0,3.911614617682352,2.07,9.3,110.0,5250.0,21.0,28.0
109,-1.0,137.0,1.0,0.0,0.0,1.0,96.3,172.4,65.4,51.6,2403.0,3.0,2.0,110.0,6.0,3.8338254816711417,3.46,7.5,116.0,5500.000000000001,23.0,30.0
110,0.0,108.0,1.0,0.0,0.0,1.0,100.4,184.6,66.5,55.1,3060.0,5.0,3.0,181.0,5.0,3.927322188119241,3.27,9.0,152.0,5200.0,19.0,25.0
111,1.0000000000000002,117.99999999999999,1.0,0.0,1.0,1.0,93.7,157.3,63.8,50.79999999999999,1876.0,3.0,2.0,90.0,1.0,3.5227003653636606,3.23,9.4,68.0,5500.000000000001,31.0,38.0
112,2.0,161.00000000000003,1.0,0.0,1.0,1.0,93.7,157.3,64.4,50.79999999999999,1944.0,3.0,2.0,92.0,1.0,3.784098107722292,3.23,9.4,68.0,5500.000000000001,31.0,38.0
113,0.0,122.0,1.0,0.0,0.0,2.0,94.3,170.7,61.8,53.5,2337.0,3.0,2.0,111.0,1.0,3.6502602721753847,3.23,8.5,78.0,4800.0,24.0,29.0
114,2.0,104.0,1.0,1.0,0.0,1.0,99.1,186.6,66.5,56.1,2847.0,0.0,2.0,121.0,5.0,2.8144774893742386,3.07,9.0,160.0,5500.000000000001,19.0,26.0
115,1.0000000000000002,122.0,1.0,0.0,0.0,1.0,94.5,165.3,63.8,54.49999999999999,1938.0,3.0,2.0,97.0,1.0,2.8853325020070977,3.29,9.4,69.0,5200.0,31.0,37.0
116,1.0000000000000002,125.00000000000001,1.0,0.0,0.0,1.0,96.3,172.4,65.4,51.6,2365.0,3.0,2.0,122.0,1.0,3.899829159168572,3.46,8.5,88.0,5000.0,25.0,32.0
117,1.0000000000000002,119.0,1.0,1.0,1.0,1.0,93.7,157.3,63.8,50.79999999999999,2128.0,3.0,2.0,98.0,6.0,2.6095892673216237,3.39,7.6,102.0,5500.000000000001,24.0,30.0
118,2.0,122.0,1.0,0.0,1.0,1.0,97.3,171.7,65.5,55.7,2209.0,3.0,2.0,109.0,5.0,3.603374217948454,3.4,9.0,85.0,5250.0,27.0,34.0
119,1.0000000000000002,128.0,0.0,0.0,1.0,1.0,94.5,165.3,63.8,54.49999999999999,2017.0,3.0,2.0,103.0,3.0,2.930702019223024,3.47,21.9,55.0,4800.0,45.0,50.0
120,2.9999999999999996,122.0,1.0,0.0,1.0,2.0,89.5,168.9,65.0,51.6,2756.0,4.0,3.0,194.0,5.0,2.540871891195081,2.9,9.5,207.0,5900.0,17.0,25.0
121,-1.0,122.0,1.0,0.0,0.0,2.0,115.6,202.6,71.7,56.5,3740.0,5.0,0.0,234.0,5.0,2.79294337540476,3.1,8.3,155.0,4750.0,16.0,18.0
122,-1.0,65.0,1.0,0.0,0.0,1.0,102.4,175.6,66.5,54.89999999999999,2414.0,3.0,2.0,122.0,5.0,2.857173655498756,3.54,8.7,92.0,4200.0,27.0,32.0
123,2.9999999999999996,186.0,1.0,0.0,1.0,2.0,94.5,168.9,68.3,50.2,2778.0,3.0,2.0,151.0,5.0,2.5861271952007927,3.11,9.5,143.0,5500.000000000001,19.0,27.0
124,1.0000000000000002,154.0,1.0,0.0,0.0,1.0,93.7,167.3,63.8,50.79999999999999,1989.0,3.0,2.0,90.0,1.0,3.2369642842123496,3.23,9.4,68.0,5500.000000000001,31.0,38.0
125,0.0,81.0,1.0,0.0,0.0,0.0,95.7,169.7,63.6,59.1,2290.0000000000005,3.0,2.0,92.0,1.0,2.7764764531260453,3.03,9.0,62.00000000000001,4800.0,27.0,32.0
126,0.0,161.00000000000003,1.0,1.0,0.0,2.0,108.0,186.7,68.3,55.99999999999999,3130.0,2.0,2.0,134.0,5.0,3.0544900532512873,3.21,7.0,142.0,5599.999999999999,18.0,23.999999999999996
127,-1.0,74.0,1.0,0.0,0.0,2.0,104.3,188.8,67.2,57.49999999999999,3042.0,3.0,2.0,141.0,5.0,2.791645519207302,3.15,9.5,113.99999999999999,5400.0,24.0,28.0
128,2.0,122.0,1.0,0.0,1.0,1.0,96.1,176.8,66.6,50.5,2460.0,3.0,2.0,132.0,5.0,3.8762065312178553,3.9,8.7,104.0,5125.369458128078,23.0,31.0
129,0.0,106.0,1.0,0.0,1.0,1.0,96.5,167.5,65.2,53.3,2236.0,3.0,2.0,110.0,0.0,3.9290914011215587,3.58,9.0,86.0,5800.0,27.0,33.0
130,2.0,134.0,1.0,0.0,1.0,2.0,98.4,176.2,65.6,52.99999999999999,2975.0,3.0,2.0,146.0,5.0,2.666775507943883,3.5,9.3,116.0,4800.0,24.0,30.0
131,0.0,91.0,1.0,0.0,0.0,0.0,95.7,169.7,63.6,59.1,3110.0,3.0,2.0,92.0,1.0,2.5561486682051626,3.03,9.0,62.00000000000001,4800.0,27.0,32.0
