,Particle,Gbest,W,c1,c2,r1,r2,velocity
29,0.5753466149114063,0.2933993530733335,0.739234,0.5,0.5,0.853310704267896,0.4658481660795136,-0.00032515019942427296
30,0.6938492476599118,0.6123830190978767,0.739234,0.5,0.5,0.7795768490911231,0.8367271861546673,0.0006725282658152968
31,0.7195899635480252,0.9546767977849497,0.739234,0.5,0.5,0.8079251834068626,0.036390729292776314,-4.937517873273038e-05
32,0.06974671222626505,0.9001360375248754,0.739234,0.5,0.5,0.02810950371797194,0.9958104364197619,-0.0005295301438969881
33,0.15676761897316938,0.5158489267849116,0.739234,0.5,0.5,0.18938434717633013,0.5507319061366142,-0.0009718763943552181
34,0.6106641430904556,0.3895598014082171,0.739234,0.5,0.5,0.851385241007084,0.3589166926378441,0.0005160303386296352
35,0.23275211618987623,0.23302388393147244,0.739234,0.5,0.5,0.030925434517597106,0.4901755675285193,0.00028839056609141715
36,0.23036156693731413,0.2000061925341498,0.739234,0.5,0.5,0.3532305092314829,0.13006381199397765,0.0004609252821444309
37,0.1526361276330957,0.4635937877133824,0.739234,0.5,0.5,0.8221934051751083,0.044523283713851614,-0.00044938988573168246
38,0.85953893294655,0.13234865693092113,0.739234,0.5,0.5,0.35933126074363153,0.22449657491221708,1.3869013327717956e-06
39,0.6582607241026932,0.8109495234780258,0.739234,0.5,0.5,0.5016755418634459,0.6578766430061541,0.0006012754860647267
40,0.75158854170875,0.4405574100294383,0.739234,0.5,0.5,0.9262302916519114,0.44952103932238174,0.0007304177825208683
41,0.5927668071729678,0.7548972452118838,0.739234,0.5,0.5,0.28263922660032736,0.6126518328473197,0.0006999240898653697
42,0.6707516936872425,0.3216300421064397,0.739234,0.5,0.5,0.6948985313367865,0.4912289132314889,-0.0008547977387911337
43,0.1174629402777246,0.11721168316816079,0.739234,0.5,0.5,0.03134300188871253,0.8765887313216815,0.00060926311896304
44,0.9083745234578714,0.8911580181568377,0.739234,0.5,0.5,0.6293233360987296,0.430903538566057,-0.0003303847281194328
45,0.6519190621775923,0.6019681807390607,0.739234,0.5,0.5,0.7874166224798599,0.7179107970044243,-0.0006719677875108239
46,0.3565283575114337,0.2573264087492931,0.739234,0.5,0.5,0.5241313086848814,0.5271792393484631,-0.000980450442343982
47,0.05776997261982021,0.36560620247198994,0.739234,0.5,0.5,0.10457870914456169,0.6921966590743716,-0.0008928961565052567
48,0.9457530933534224,0.6896417652878696,0.739234,0.5,0.5,0.6044748381018368,0.44164597894473767,0.0005995790806855937
49,0.2198509449567489,0.8456690459126994,0.739234,0.5,0.5,0.9830352895335791,0.05852159872802987,5.8767557160591035e-06
50,0.046085082308822,0.09255040707778843,0.739234,0.5,0.5,0.5904697783104206,0.16632955828327456,-0.00039583521770807193
51,0.765446605786204,0.03745181412688847,0.739234,0.5,0.5,0.33191207286421553,0.3868764480078881,0.0006634198250230169
52,0.8696386580573762,0.0668475373149497,0.739234,0.5,0.5,0.18099530459884072,0.27988256818797375,-0.0004706600488498605
53,0.847827622128786,0.6704539184198737,0.739234,0.5,0.5,0.4731921477263148,0.17899697163028827,0.0002904966103762412
54,0.23445621959860075,0.8129300143587248,0.739234,0.5,0.5,0.20439786333604482,0.9583673691479097,0.00011923193746381819
55,0.09424767951932873,0.3578455751870708,0.739234,0.5,0.5,0.3810485871857652,0.10626922294555508,-0.00013665087582162094
56,0.37876509087925797,0.5382615734812239,0.739234,0.5,0.5,0.21836983475067995,0.5194062677343588,0.00018744947247662088
57,0.26553825826215877,0.5979652575910581,0.739234,0.5,0.5,0.6994551762020285,0.668316008540501,0.0008942713882611375
58,0.06565054706474216,0.7648445617880885,0.739234,0.5,0.5,0.046327233257296485,0.6488258089554011,0.0007577262124876432
59,0.9152560014232427,0.8729144620209983,0.739234,0.5,0.5,0.1754587703032633,0.9297964880456594,0.0006625690064654812
60,0.12236885899483545,0.834058829373135,0.739234,0.5,0.5,0.888658579625003,0.5156636645663949,-0.0009553315953766071
61,0.91519018676836,0.06764478253791581,0.739234,0.5,0.5,0.41286197194025176,0.0500081889032582,-0.00020292325583419154
62,0.4041642619900742,0.27536449801177487,0.739234,0.5,0.5,0.943787548137292,0.09647658854400365,0.000544819296032269
63,0.19086580668987146,0.476279886301463,0.739234,0.5,0.5,0.293425702163538,0.4519984795887473,5.815399687627795e-05
64,0.1395700844677355,0.08041295605300544,0.739234,0.5,0.5,0.8796163176915728,0.5126836860902642,-0.00010347480843590339
65,0.70223632556594,0.19168689167111458,0.739234,0.5,0.5,0.48083887670627634,0.8307556245827449,0.00035026163770000124
66,0.5889164099512079,0.4841584824688544,0.739234,0.5,0.5,0.9945911013275786,0.8394337367362491,-0.00082660059359569
67,0.15988146428927547,0.9311265573699566,0.739234,0.5,0.5,0.13458905122186982,0.3509401478221803,0.00016003955163765207
68,0.5066773080825134,0.5626874680858913,0.739234,0.5,0.5,0.5650944832108882,0.03332792886504943,0.0008231881950150242
69,0.9894213166393793,0.7296106234008464,0.739234,0.5,0.5,0.6514960512632794,0.9113497060161401,-0.0005994658550120766
70,0.7698225412001626,0.6332905225607517,0.739234,0.5,0.5,0.6776897123984689,0.2184634112706978,-0.000995725518030595
71,0.9742244518644767,0.4045531129958568,0.739234,0.5,0.5,0.3008247612591255,0.445006198891572,0.0006223022105967314
72,0.6390101948441655,0.354879031128538,0.739234,0.5,0.5,0.37641213893508907,0.8691482980869105,-0.00015238305181399078
73,0.4658501846660087,0.23392607070395716,0.739234,0.5,0.5,0.83133517507671,0.7324286865103034,-0.0009228989176082689
74,0.18908773679790097,-0.0021024423204434282,0.739234,0.5,0.5,0.5911613586148505,0.6089342081232514,-0.0002923837562740921
75,0.04360598893331038,0.4499540723698807,0.739234,0.5,0.5,0.3500294415457026,0.7494699988884836,-0.0005137979765041719
76,0.5716547519537015,0.4816992347775574,0.739234,0.5,0.5,0.628539935256298,0.22707677738772913,-0.000832399328186717
77,0.022298000202709,0.41960158125609937,0.739234,0.5,0.5,0.32473312903164253,0.8913672854226645,0.0009398082173714668
78,0.34405854618853626,0.06156880688726882,0.739234,0.5,0.5,0.7209525854605998,0.41575297236299413,6.369280498030199e-05
79,0.6640116724337726,0.3664267806902713,0.739234,0.5,0.5,0.6981634960544445,0.920344901505707,7.993680615102166e-05
80,0.9276089523853,0.7510096461622888,0.739234,0.5,0.5,0.001134217078267774,0.6992660235498583,0.0008256072834414495
81,0.44793163973364136,0.8502031442428084,0.739234,0.5,0.5,0.8992377021676884,0.7665214679078899,-0.0006878825036983376
82,0.39645373247796084,0.15496455134287496,0.739234,0.5,0.5,0.7249120701962855,0.7673891581198544,-0.0006022514290371817
83,0.17560333479186963,0.908403338619175,0.739234,0.5,0.5,0.25718316672946406,0.546605070325201,-0.0007577657151498461
84,0.43280318513256744,0.5047136271402312,0.739234,0.5,0.5,0.47015351294990293,0.5702467998573612,0.0003510546735961827
85,0.548189617306104,0.2744093446040801,0.739234,0.5,0.5,0.6914189383380781,0.11204910047835981,-0.0009397389320263727
86,0.6215931269701129,0.1668889504153983,0.739234,0.5,0.5,0.14297438447209365,0.20314460728682227,-0.0003924767023734255
87,0.8390044830891412,0.38266605017630145,0.739234,0.5,0.5,0.18068882897130234,0.6268512521959512,-0.0006786112470435913
88,0.939941883422708,0.0957452760648018,0.739234,0.5,0.5,0.9086652841067842,0.8180045251686838,-8.429313510486256e-05
89,0.6012651387799733,0.17681388205854265,0.739234,0.5,0.5,0.91671868054906,0.9891503181849539,0.0006835243595930962
90,0.31312086954065044,0.5311587929430968,0.739234,0.5,0.5,0.7036445280602325,0.5988158233077929,-0.0006993543931989375
91,0.9814579740018706,0.28678567213896206,0.739234,0.5,0.5,0.5985746425815911,0.6554597476416487,0.0008047068839733054
92,0.971005836705232,0.6539897865683421,0.739234,0.5,0.5,0.7897176580707951,0.6701621066859463,-0.000590959566936456
93,0.2884867334943634,0.20967430048359165,0.739234,0.5,0.5,0.28546851513930516,0.6243168867222605,-0.0005076946178029289
94,0.18986981600191644,0.7976554538303674,0.739234,0.5,0.5,0.2609942649379966,0.659285649915919,0.0002651148968875038
95,0.12123034824328362,0.9273852140826059,0.739234,0.5,0.5,0.6998615169414507,0.78976421741669,0.00022031409569488853
96,0.8868273601679935,0.03856117327287106,0.739234,0.5,0.5,0.14765701059410297,0.13848667911418366,-0.0004414221809500705
97,0.11698513942887141,0.3993545783289065,0.739234,0.5,0.5,0.6529976848393456,0.24644687217656114,8.481288208557719e-05
98,0.5749431626264611,0.8362854685036654,0.739234,0.5,0.5,0.11706613152870071,0.9963426421282434,0.0001791174643307337
99,0.2974678456002764,0.6331662340177927,0.739234,0.5,0.5,0.6419130933143808,0.5081566791471811,-0.00026475855444054017
100,0.18557107497765718,0.37621237658880974,0.739234,0.5,0.5,0.7245872283184981,0.42653876703838023,6.531457391373025e-05
101,0.9219557677711598,0.5663031376138992,0.739234,0.5,0.5,0.9725088689656299,0.018113458695245832,-0.0006731501554914588
102,0.2573897983689872,0.2227636314695185,0.739234,0.5,0.5,0.8432858419904964,0.8362541136155014,-0.0009911497273150313
103,0.6877140732023003,0.47128313793417026,0.739234,0.5,0.5,0.5719658433647896,0.9910271434865185,0.0005068639483825762
104,0.7832548162362452,0.4002684933065366,0.739234,0.5,0.5,0.1555176113631338,0.8956961751570688,-0.0008195618924788386
105,0.49945350569412494,0.026744132592628832,0.739234,0.5,0.5,0.11101761696414747,0.5047306267326945,0.0005744102849858873
106,0.24679649946831383,0.8472314867365042,0.739234,0.5,0.5,0.49570147299699563,0.6876389419990876,0.0003251454296835075
107,0.17656931638848594,0.04643113939015938,0.739234,0.5,0.5,0.7436973080985546,0.08526887723001164,0.0009278871661971336
108,0.4781569069935237,0.13334392267742645,0.739234,0.5,0.5,0.08658015902993077,0.3068045621793929,-0.00020277624485870048
109,0.6762865328768038,-0.014810846197934704,0.739234,0.5,0.5,0.8219624234571894,0.8397220550448975,-0.0005631119431065167
110,0.08646823955092091,0.4944004916680558,0.739234,0.5,0.5,0.6223968237021495,0.6448932024193736,0.00010881379418350382
111,0.6381068013899058,0.8383397923268971,0.739234,0.5,0.5,0.1666790558233604,0.3991872505619639,-0.00021667435828453608
112,0.25925446958170995,0.31124266323968064,0.739234,0.5,0.5,0.9352364016419985,0.24885039175921786,-0.0009251001392893603
113,0.4985104182067537,0.616975252304505,0.739234,0.5,0.5,0.7475221066627008,0.4465639107170757,-0.00030442080678711326
114,0.17799536596710785,0.5388828126522416,0.739234,0.5,0.5,0.3602756036960817,0.3566260498728553,-0.000495729314441313
115,0.41743297356387277,0.8300930884637283,0.739234,0.5,0.5,0.2796148162712382,0.6306603560378851,-0.00021719158480772995
116,0.3590753098130563,0.4684500058480901,0.739234,0.5,0.5,0.4944090934017158,0.549926039644691,-0.0003380151770830484
117,0.6455553243390225,0.034073014547154855,0.739234,0.5,0.5,0.7190651716252479,0.43116694478126016,-2.0016331869691754e-06
118,0.993737012571406,0.27332591418773666,0.739234,0.5,0.5,0.6975079195608538,0.012723325476213354,-0.00044767502669225824
119,0.07910453239126329,0.9349408778000026,0.739234,0.5,0.5,0.5374918187910273,0.0952129408358885,0.0009497846592654573
120,0.3413111264949471,0.14449526403265472,0.739234,0.5,0.5,0.9160921030193624,0.13835324253312986,-0.0007726207678369903
121,0.23583230185002851,0.34597680694825056,0.739234,0.5,0.5,0.9796850592626426,0.08725660249973377,0.000966729092428985
122,0.3926199963059397,0.1532810745842091,0.739234,0.5,0.5,0.8365549630734521,0.857156832999006,-0.0007613924682500599
123,0.3207202427346516,0.13049896300567332,0.739234,0.5,0.5,0.6232758934188654,0.41433140030182813,-0.0004919083074008013
124,0.7351564799640173,0.7260515174099775,0.739234,0.5,0.5,0.08769393988406848,0.8937204595724499,0.0005000729212591237
125,0.007489938618455254,0.3041591427094664,0.739234,0.5,0.5,0.12197387184866693,0.4743384114200698,-0.0006223505983978998
126,0.4586940896939223,0.040601247641679404,0.739234,0.5,0.5,0.1617583327307689,0.11356874667359251,-0.00016828177383725312
127,0.19571919220092038,0.46019758845107944,0.739234,0.5,0.5,0.4810147385363669,0.12128909314726166,0.0003793811574090912
128,0.30507395844971485,0.8212733367334448,0.739234,0.5,0.5,0.12774162621123752,0.09846305821062451,-0.000644641022662505
129,0.9843348963983749,0.8594999699410606,0.739234,0.5,0.5,0.3992326889037643,0.9898655324057123,0.0006499544852344231
130,0.7223991182169774,0.40644878657865685,0.739234,0.5,0.5,0.7944154180269072,0.8096166493492338,9.576871137432748e-05
131,0.5695727757693632,0.9741649294228698,0.739234,0.5,0.5,0.8218389811796488,0.9626584932506013,0.0004247039663188431
132,0.4080580194239742,0.8450775923836045,0.739234,0.5,0.5,0.5899076523309514,0.09061420582368229,-0.0004704612378037975
133,0.04756131170394112,0.337643644304708,0.739234,0.5,0.5,0.3795189739809127,0.03057929865017972,-0.000909446395286788
134,0.9063491648744862,0.32304508452244957,0.739234,0.5,0.5,0.2196464188083539,0.27420603935501686,0.0009018964441532505
135,0.502767542155347,0.4449017898314854,0.739234,0.5,0.5,0.642482721095096,0.840259917506182,0.00035010121753056085
136,0.8454375425375235,0.06020510107463868,0.739234,0.5,0.5,0.7145452455224007,0.5383864302668084,0.00044833437101138036
137,0.9550102349157114,0.863836708446106,0.739234,0.5,0.5,0.18163367562735488,0.6383178102622239,0.000600586093549416
138,0.5398943352110653,0.9330209418753443,0.739234,0.5,0.5,0.600950513368934,0.2710957994020212,-1.0448277094331779e-05
139,0.619040474507443,0.914695812984516,0.739234,0.5,0.5,0.7612425429635561,0.606662932034885,-0.0005692646234407744
140,0.5137840121366938,0.5750711057654555,0.739234,0.5,0.5,0.5974025743369011,0.5124966515785039,-0.0009193188662840546
141,0.0871911071370392,0.6529402509982097,0.739234,0.5,0.5,0.1896324516646295,0.25668997108012925,0.0006867914102688562
142,0.6415135651792819,0.7481418570703606,0.739234,0.5,0.5,0.7933055679438714,0.22876018473246584,0.0006182448227672359
143,0.8706974385403954,0.11554991054988899,0.739234,0.5,0.5,0.4710164504703437,0.787332825684322,0.0009192570890352286
144,0.5475599542887646,0.6953828805192295,0.739234,0.5,0.5,0.5817143509944989,0.8053396411012723,0.0009930710676459044
145,0.12885425370658016,0.9939997079666236,0.739234,0.5,0.5,0.6794546355654176,0.48990716014600544,0.0001629304238254933
146,0.43256886343103773,0.47025124194835694,0.739234,0.5,0.5,0.6477644567854577,0.015510232522527367,-0.0005207492021380546
147,0.9782762505614336,0.7277477752464844,0.739234,0.5,0.5,0.15163887423995237,0.8539011564834678,5.4363132005897296e-05
148,0.8645802523091549,0.7504139083409901,0.739234,0.5,0.5,0.519917212422554,0.24149555631866038,-0.00038550736372480103
149,0.2610472890399492,0.3562482451422482,0.739234,0.5,0.5,0.947191114494949,0.7664339993951511,0.0005189574091760164
150,0.5672499395960662,0.4380021793266385,0.739234,0.5,0.5,0.5243070270585303,0.8003535386912697,0.0007220880305394682
151,0.042400800971802405,0.5168550930315047,0.739234,0.5,0.5,0.7181613168051791,0.8114013171124541,0.00016757067616021953
152,0.9493362223030415,0.8801079257838698,0.739234,0.5,0.5,0.1413174546603596,0.44497048450582755,0.0005518423522383993
153,0.9775020641070765,0.07182434444226232,0.739234,0.5,0.5,0.011943952743290187,0.3564004315666671,0.0006791143079075495
154,0.06875209391602045,0.5752616881196094,0.739234,0.5,0.5,0.16479188983694004,0.9956782309502965,-0.0007816686462493001
155,0.2266091778737082,0.616448455208343,0.739234,0.5,0.5,0.6899977538411125,0.07493080181188128,0.0002723988418649214
156,0.8926489940200875,-0.013056520987516515,0.739234,0.5,0.5,0.263394303367705,0.8336260584712707,0.0005992526825908397
157,0.9647348227289178,0.3983392669512994,0.739234,0.5,0.5,0.40803102736045005,0.5624255832708285,0.0001716367943047656
158,0.3920519104082861,0.19106486643289233,0.739234,0.5,0.5,0.04712896781853926,0.21692673810033625,0.0007250616033221324
159,0.7431745027152403,0.8423847454324626,0.739234,0.5,0.5,0.17320525921726404,0.6655841554063139,-0.0008157396014396881
160,0.9717316119081219,0.5773098477754951,0.739234,0.5,0.5,0.9077601367105842,0.22792362237695207,-0.0009458604156662767
161,0.36636448240863745,0.7754169621569814,0.739234,0.5,0.5,0.31809507659293457,0.2572455851916665,0.0008225058499994802
162,0.344766453475146,0.8316675250064679,0.739234,0.5,0.5,0.853132344330467,0.7211251033215476,0.0007916171719718212
163,0.6854665211972183,0.4043893372867722,0.739234,0.5,0.5,0.7321375160770779,0.28792491188158287,-0.00011322771179566324
164,0.6678852294247647,0.08663651126005008,0.739234,0.5,0.5,0.481192529798394,0.8118046074638989,-0.00018154835901949883
165,0.9646884296353103,0.09975331064717802,0.739234,0.5,0.5,0.5505220570950493,0.8603099360086219,0.00045917292942496417
166,0.19447264464763003,0.6265082105515989,0.739234,0.5,0.5,0.5883988787404312,0.8736346112660287,-0.0004942991713402107
167,0.7234856683313289,0.04671669865219248,0.739234,0.5,0.5,0.5058572873203512,0.9211732947761444,-0.0005457628530539298
168,0.12175218027397806,0.30916843752472756,0.739234,0.5,0.5,0.40374480653291833,0.169508447403251,0.0009180379504275806
169,0.012662300384368115,0.3556612991082396,0.739234,0.5,0.5,0.12123917407355178,0.6862357228861334,0.0007642257654834079
170,0.5285366072788972,0.48665251971503753,0.739234,0.5,0.5,0.2187516672546227,0.8689282881400201,0.00020773958678375415
171,0.9838244769396761,0.9193456652920926,0.739234,0.5,0.5,0.861864155357797,0.435669608866743,0.0008405946590950948
172,0.3569806425760199,0.7321201900730426,0.739234,0.5,0.5,0.35800657075321274,0.1136954883279182,-0.0007133882662521151
173,0.875730108973403,0.4872446230049414,0.739234,0.5,0.5,0.3483891018784655,0.16894217193433902,0.00018117822536768235
174,0.06914274839693528,0.028480349803257483,0.739234,0.5,0.5,0.4122695938292239,0.5934150289049088,-0.0003617786851846872
175,0.30730454555857306,0.25497000788675683,0.739234,0.5,0.5,0.8147568635532101,0.29293220844682144,-0.0007284238109754421
176,0.6455462800361635,0.13084410324809603,0.739234,0.5,0.5,0.7815559556691986,0.15658902992227264,-9.836375085855661e-05
177,0.5360162524139233,0.06912341466718676,0.739234,0.5,0.5,0.14218430418584393,0.10936079330702342,0.0005898533257783641
178,0.2588733984400971,0.24374857932233096,0.739234,0.5,0.5,0.23643972380939215,0.1903979604753656,-0.00032387782407341235
179,0.7454566295816454,0.715833103517222,0.739234,0.5,0.5,0.6758659652358602,0.45949135830035837,0.0009034544673726377
180,0.6765217748441235,0.5019149694704877,0.739234,0.5,0.5,0.007465129483403943,0.18703567127037468,-0.00029751995333134615
181,0.209214349845948,0.5905480671874908,0.739234,0.5,0.5,0.017364052829722976,0.45728762672739376,-0.0002510351706132254
182,0.9821632678824419,0.0734806725036767,0.739234,0.5,0.5,0.8313593148750196,0.9310918595835319,0.00035736419692587685
183,0.4314914863871237,0.6714790870174133,0.739234,0.5,0.5,0.5425035828769779,0.2703490265879501,-0.0003671609895964052
184,0.027221577694602594,0.4085780575810648,0.739234,0.5,0.5,0.6294943842377744,0.6804352103066277,0.0003572175257556655
185,0.653076542495928,0.11561541283705422,0.739234,0.5,0.5,0.056379873304513106,0.9836348204073158,-0.0008045779445146111
186,0.790076942200625,0.11606583205794714,0.739234,0.5,0.5,0.17067472071726864,0.934346299757465,0.00011587161421567466
187,0.45503980818010514,0.3622991788023064,0.739234,0.5,0.5,0.9969004593144862,0.9021846984897597,0.0008586999135393797
188,0.9643408170706468,0.034060631336882474,0.739234,0.5,0.5,0.05142558934992092,0.7247995218303886,0.0003698576914082051
189,0.6729047696031427,0.9265584934777616,0.739234,0.5,0.5,0.39431751709275265,0.5399696252518937,2.726304861579783e-05
190,0.8425867725631722,0.33413387369431097,0.739234,0.5,0.5,0.473121211818054,0.8779752600354859,-0.000302662164295825
191,0.9978813845481571,0.2803362790440305,0.739234,0.5,0.5,0.3873490784807222,0.5576091847619788,-0.0006818611847410456
192,0.8293683592501344,0.8850920971739787,0.739234,0.5,0.5,0.18979699041560338,0.2228192623751042,-0.0005604645821190965
193,0.9304811827647992,0.668741617049685,0.739234,0.5,0.5,0.7376326684053107,0.6863940106848523,-0.00039762513744884774
194,0.9207352559267636,0.6841866992003729,0.739234,0.5,0.5,0.02287691915322787,0.9918545452122913,-0.0006868263917452105
195,0.6329545731249469,0.019394651573147292,0.739234,0.5,0.5,0.6888915976924332,0.7743074565325461,0.00036299582614709633
196,0.863299240384962,0.0836750147019689,0.739234,0.5,0.5,0.5550700411518232,0.399681497949117,-0.0002547144001632544
197,0.042705586261476206,0.9272690396454478,0.739234,0.5,0.5,0.09840601524612047,0.6952580074350242,-0.0008014563165208255
198,0.1446468171780964,0.04310374437230524,0.739234,0.5,0.5,0.44486444910141376,0.27775505154606195,-0.0007961728227463248
199,0.678495955305764,0.6536553238315548,0.739234,0.5,0.5,0.71613291145515,0.3574630307262875,0.0008358716318405059
200,0.275859818447446,0.5299454333643103,0.739234,0.5,0.5,0.7356979565614872,0.796813628292236,-0.0006792709527492569
201,0.4402205125357218,0.42439559264029675,0.739234,0.5,0.5,0.45386707478651345,0.5091392179773124,-0.0005882010197310022
202,0.3854290566804267,0.8611383282976284,0.739234,0.5,0.5,0.2789973346423861,0.096405961690471,-8.263750987626262e-05
203,0.7371596769007196,0.3003011556313583,0.739234,0.5,0.5,0.09787591247741279,0.11047971164837167,0.0004603907547157124
204,0.16468251534894096,0.0795732405021373,0.739234,0.5,0.5,0.14089643448491618,0.046304138982042664,-0.0009075798575514793
205,0.2052007656411871,0.21295611297847994,0.739234,0.5,0.5,0.8130228519983571,0.5910506907537837,0.000993510758226741
206,0.035763140811206524,0.066024593862205,0.739234,0.5,0.5,0.8927867011743877,0.17245926430265912,-0.0006451396778901337
207,0.8008962111395295,0.678693939265392,0.739234,0.5,0.5,0.7101320119422717,0.6276385775440182,0.0006228195711238907
208,0.24455205783946726,0.08277870906676534,0.739234,0.5,0.5,0.36980446314008264,0.43453590344922266,-0.0009158873838934807
209,0.9748139779501488,0.09794516920285729,0.739234,0.5,0.5,0.18412727125810668,0.7426228789420662,0.0007908924969748515
210,0.5959023691336267,0.4398025595386498,0.739234,0.5,0.5,0.4656070219912508,0.3765609997003304,0.000863802451485223
211,0.8647905427053134,0.5513787780536222,0.739234,0.5,0.5,0.09411661408049321,0.7585391374360572,-0.0004466539771507456
212,0.4589054384099651,0.8058558726252436,0.739234,0.5,0.5,0.8048782075110765,0.5630004199343838,-0.0002527331277850691
213,0.4703265304240127,0.7626380421490364,0.739234,0.5,0.5,0.7540288041276079,0.32934525476107435,-0.00032291870405838294
214,0.334551017299169,0.1321823570360997,0.739234,0.5,0.5,0.3430245932648075,0.9347919194866611,-0.00019353006377090742
215,0.418548246036242,0.5993475040949329,0.739234,0.5,0.5,0.11634505164529074,0.2249982419855706,0.0004456717302026654
216,9.0770952482052e-05,0.1522860500493729,0.739234,0.5,0.5,0.14032502520243106,0.6102231936605829,-0.0008868278243815373
217,0.7316991970221411,0.1872708834564487,0.739234,0.5,0.5,0.5508691990108808,0.6212019876880296,-0.0007806485656377999
218,0.3819621802510395,0.6988759587261306,0.739234,0.5,0.5,0.06942548200878607,0.7377922090072174,-0.00020264777101026434
219,0.9624416611559166,0.32649945053883955,0.739234,0.5,0.5,0.40761699934418205,0.040639756600628685,0.00020969346375096314
220,0.026817427032644878,0.5418409408161678,0.739234,0.5,0.5,0.08981274978682496,0.006809935882681084,0.00021720835977446845
221,0.7327622448439047,0.04125476537041929,0.739234,0.5,0.5,0.7295459352362292,0.832395926082503,-0.0005939045228530908
222,0.34025872185243083,0.22632671598934978,0.739234,0.5,0.5,0.0007108373443024396,0.9499663429637377,-0.0006889938840240002
223,0.029048946764131216,0.19943568564718384,0.739234,0.5,0.5,0.6034024935080611,0.8132375195718893,0.00038127948991490074
224,0.9333657710912154,0.288892718633076,0.739234,0.5,0.5,0.6775740016798413,0.3263165051388256,-0.00029706713135974506
225,0.9990503524977579,0.6263721361643982,0.739234,0.5,0.5,0.8475598955670258,0.5225598712164523,-0.00011189798569946174
226,-0.009398394750678211,0.6552637472514213,0.739234,0.5,0.5,0.09966913589263482,0.5359698399526373,0.0009443091995808123
